,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
Joker,152401.2,116536.8,144037.7,104463.5,166860.5,187665.4,166724.1,150409.7,163996.7,116419.3,170020.5,174763.5,166475.3,131507.9,167908.4,140642.4,147067.5,159222.8,163999.4,24489.2,177333.8,166664.9,155343.5,140000.1,166554.6,106856.9,97912.7,131555.5,106696.3,166744.7,153477.2,140580.6,162309.2,155418.1,147502.7,106255.0,166463.0,131536.5,145002.0,148217.7,116404.6,141584.6,164506.0,144423.8,111028.4,166895.7,7540.3,7240.0,105093.4,111174.5,196165.6,104660.0,116484.6,139399.1,144796.3,30555.9,111085.3,204179.9,0.0,131745.5,131565.2,106511.2,165685.4,171850.1,97737.3,147338.1,169004.9,164142.6,155343.5,101581.1,162807.2,161183.6,159509.0,164374.1,156439.6,119082.8,41296.2,131210.8,169150.8,166501.2,127793.4,158271.5,167082.3,156727.7,180237.4,50963.6,159959.3,155723.6,106122.1,166862.5,147162.8,166191.0,138154.3,146530.1,158862.7,177922.2,165955.6,155507.7,166244.9,156409.4,156251.1,156253.9,50181.6,145379.8,120937.2,116357.7,166777.6,166670.5,165938.7,126612.4,169190.0,166491.3,148953.1,116123.1,144920.6,105079.5,158922.5,110227.0,155177.1,129641.8,118540.2,132216.7,126285.4,157697.0,155786.5,152972.6,106251.1,167522.1,119017.0,119099.5,119095.1,117930.3,117930.3,148221.1,147378.8,155148.0,131738.4,130931.7,166598.8,119010.8,99101.0,106345.0,164867.6
Joker Åram,78497.9,202172.8,103412.3,77484.1,92957.2,113721.9,92820.8,90561.0,90093.4,202055.2,96076.9,100860.2,92572.0,49164.0,94005.1,58298.5,94209.0,80914.8,90096.1,143424.2,110375.7,92761.6,81440.2,100929.2,92651.3,73065.2,65716.3,49211.6,73179.7,92841.4,79573.9,58236.7,88405.9,81514.8,93651.1,72503.6,92559.7,49192.7,56845.6,75976.9,16124.3,59240.8,90602.8,56267.4,90483.7,92992.4,160280.9,160574.9,69531.7,90629.8,122222.1,70328.3,202120.5,27321.6,21826.3,137355.8,90540.6,130236.3,131743.5,0.0,49221.4,72719.4,91782.1,102154.3,65540.9,93858.9,95101.6,90239.4,81440.3,67249.3,88903.9,87280.3,81732.8,90470.9,78131.6,150976.1,126932.1,48866.9,95247.5,92597.9,39637.0,79963.5,93179.0,82824.5,136007.4,81660.8,86056.0,81820.3,72815.2,92959.2,25508.7,92287.8,55810.4,58373.7,84959.5,104018.9,98068.6,81604.4,92341.7,82506.1,82347.8,82350.6,81982.2,157536.6,41954.9,201993.6,92874.4,92767.3,92035.4,144754.1,95286.7,92588.0,75049.8,15842.8,56764.3,69517.7,80614.5,75895.3,81273.9,47298.0,150433.5,49872.9,92768.8,83793.8,81883.2,79069.4,72422.6,93618.8,150910.4,150992.8,150988.4,149823.7,149823.7,75980.3,94349.8,81244.8,49394.5,48587.8,92695.6,12933.3,64804.8,72535.7,90964.4
KaffeBaren AS,31372.1,131955.4,56286.4,37426.2,45831.3,66596.0,45694.9,43435.2,42967.6,131623.2,48951.0,53734.4,45446.1,295.9,46879.2,11172.6,47083.1,33788.9,42970.2,107124.8,63249.9,45635.7,34314.3,53803.4,45525.5,33007.4,33788.6,88.8,33121.9,45715.6,32448.0,11110.9,41280.1,34388.9,46525.2,32445.7,45433.8,275.1,27663.4,28851.0,48852.0,12114.9,43476.9,27085.2,56230.6,45866.5,123981.4,124275.4,30630.4,56376.7,75096.2,100886.2,131903.1,22060.5,27457.7,101056.4,56287.4,83110.4,131455.5,49201.0,0.0,32661.6,44656.3,55028.4,34289.6,46733.0,47975.8,43113.5,34314.4,97807.3,41778.1,40154.4,34606.9,43345.0,31005.8,79949.0,90632.7,723.5,48121.6,45472.0,10454.8,32837.6,46053.2,35698.6,88881.5,92074.4,38930.1,34694.4,32757.3,45833.4,29824.2,45161.9,8684.6,29191.5,37833.6,56893.1,50942.8,34478.5,45215.8,35380.2,35221.9,35224.7,93050.4,110410.8,54096.7,131684.8,45748.5,45641.4,44909.6,97628.2,48160.9,45462.1,27923.9,48570.5,27582.0,30616.5,33488.6,106453.2,34148.0,4448.2,78518.1,1655.3,52710.9,36667.9,34757.3,31943.5,32364.7,46492.9,79883.2,79965.7,79961.2,78796.5,78796.5,28854.4,47223.9,34118.9,342.4,1593.0,45569.7,51458.2,32489.6,32477.8,43838.5
Kiwi Meieribygget Ørsta,46204.2,140907.9,64161.4,5377.6,60663.5,81428.2,60527.1,56187.7,57799.8,140790.4,63783.2,68566.6,60278.3,32562.2,61711.4,41696.6,52845.5,53025.8,57802.4,82159.4,78082.0,60467.9,49146.5,58346.4,60357.6,585.0,10533.6,32609.7,499.3,60547.7,47280.2,41634.8,56112.2,49221.1,53280.7,334.1,60266.0,32590.8,46056.2,42020.8,59202.4,42638.9,58309.1,45478.0,25457.2,60698.7,99016.1,99310.1,3557.5,25603.3,89928.4,121340.8,140855.7,40453.4,45850.6,76091.0,25514.1,97942.6,106490.1,72705.6,32619.5,0.0,59488.5,69860.6,11034.5,53116.1,62807.9,57945.7,49146.6,118261.9,56610.2,54986.6,49439.1,58177.2,50242.7,94759.4,65667.3,32265.1,62953.8,60304.2,28847.7,52074.5,60885.3,50530.8,103713.7,67109.0,53762.3,49526.6,393.9,60665.5,48217.1,59994.1,39208.6,47584.3,52665.8,71725.2,65774.9,49310.7,60048.0,50212.4,50054.1,50056.9,68085.0,125242.9,30841.7,140728.8,60580.7,60473.6,59741.8,112460.4,62993.0,60294.3,42756.1,58920.8,45974.9,3543.6,52725.5,126907.8,48980.2,30696.1,94216.8,33271.0,20088.4,51500.1,49589.5,46775.7,473.6,61325.1,94693.6,94776.1,94771.7,93606.9,93606.9,42024.2,53156.8,48951.1,32792.7,31985.9,60401.9,61808.5,9234.5,321.9,58670.7
SUNDGATA 8,16166.0,107348.9,37871.0,64661.0,1227.0,42286.9,1090.6,25019.7,2045.1,107016.8,24344.5,10213.0,841.8,44392.0,2274.9,33790.6,28667.6,27232.0,2242.8,141442.8,38643.4,839.5,11469.6,35387.9,921.2,59894.9,70079.3,44324.6,59177.0,1111.3,14032.6,33650.7,4399.0,10569.2,28109.8,59879.9,797.9,44087.0,69966.0,17913.6,91154.6,35264.4,2351.2,69387.8,84740.6,1262.2,158299.5,158593.5,63103.3,84886.8,50787.2,143188.9,107296.6,64363.1,69760.4,135374.4,84797.5,58801.4,165773.5,91503.6,44356.4,59584.9,0.0,30422.0,70580.3,28317.6,3371.5,2386.1,11247.0,140109.9,4897.0,4820.9,16191.5,2219.3,24448.9,61533.5,124950.7,43956.1,3517.3,867.7,52757.4,26280.7,1448.9,10544.1,64275.0,126392.4,6461.9,10362.2,59677.3,1229.1,72126.8,557.6,36119.6,71494.1,7245.6,13371.7,28574.5,10307.8,611.5,10056.3,9897.9,9900.7,127368.4,85804.3,90387.5,107078.4,1144.2,1005.4,273.6,73021.8,3556.6,857.8,16772.9,90873.1,69884.6,63089.4,26931.7,148755.8,11555.1,46750.8,60102.6,42884.4,39515.6,8625.2,10821.6,13528.1,60019.4,1888.6,61467.8,61550.2,61545.8,60381.1,60381.1,17917.0,28808.5,11526.0,44156.2,45100.7,965.4,93760.8,68780.3,59867.7,2916.0
Kiwi Skodje,26433.6,78864.0,34351.1,74928.6,31305.5,20052.2,31169.1,21499.9,28441.7,78531.9,6698.5,25754.9,30920.3,54659.5,32353.4,44058.1,25147.8,37499.6,28444.4,147527.0,10158.5,31109.9,21035.5,31868.1,30999.6,70162.4,80346.9,54592.2,69444.6,31189.7,24300.2,43918.3,26754.2,21026.7,24589.9,70147.5,30908.0,54354.6,80233.6,28181.2,101422.2,45532.0,28951.1,79655.3,95008.2,31340.7,164383.6,164677.6,73370.9,95154.3,28552.4,153456.4,78811.8,74630.7,80027.9,141458.6,95065.0,36566.6,171857.7,101771.2,54624.0,69852.4,30130.4,0.0,80847.9,24797.8,33449.9,28587.7,20812.9,150377.4,27252.2,26037.7,22526.9,28819.2,34716.4,58013.7,131034.9,54223.7,33595.8,30946.2,63025.0,36548.3,31527.3,19745.5,35790.2,136660.0,25452.0,20629.8,69944.9,31307.5,82394.4,30636.1,46387.2,81761.7,23716.8,40221.5,7071.2,21717.2,30690.0,20854.4,20696.1,20698.9,137636.0,57319.4,100655.1,78593.5,31222.7,31115.6,30383.7,44536.9,33635.0,30936.3,27040.5,101140.6,80152.2,73357.0,37199.3,159023.4,20919.2,57018.3,56582.8,53151.9,49783.2,23102.8,20234.6,23795.6,70287.0,31967.1,57948.0,58030.4,58026.0,56861.2,56861.2,28184.6,25288.6,20948.4,54423.8,55368.3,31043.9,104028.3,79047.9,70135.2,29312.7
Kiwi Volda,57219.6,132172.3,75176.8,14681.1,71678.9,92443.6,71542.5,67203.1,68815.2,132054.8,74798.6,79582.0,71293.7,34281.2,72726.8,43415.6,63860.9,64041.2,68817.8,73423.8,89097.4,71483.3,60161.9,69361.9,71373.1,11400.2,685.9,34328.7,11514.8,71563.2,58295.6,43353.9,67127.6,60236.5,64296.1,10838.6,71281.4,34309.8,47775.3,53036.2,52071.1,44357.9,69324.5,47197.0,25260.8,71714.1,90280.5,90574.5,7866.7,25406.9,100943.8,112605.2,132120.1,42172.4,47569.6,67355.4,25317.6,108958.0,97754.5,65574.4,34338.5,11054.5,70503.9,80876.0,0.0,64131.6,73823.3,68961.1,60162.0,109526.3,67625.7,66002.0,60454.5,69192.6,61258.1,86023.8,56931.7,33984.1,73969.2,71319.6,30566.7,63089.9,71900.8,61546.2,114729.1,58373.4,64777.7,60542.0,11150.2,71680.9,49936.1,71009.5,40927.6,49303.3,63681.2,82740.7,76790.3,60326.1,71063.4,61227.8,61069.5,61072.3,59349.4,107265.9,23710.5,131993.2,71596.1,71489.0,70757.2,93553.4,74008.5,71309.7,53771.5,51789.6,47693.9,7852.8,63740.9,118172.2,59995.6,32415.1,85481.2,34990.0,31103.8,62515.5,60604.9,57791.1,10757.6,72340.5,85958.0,86040.5,86036.1,84871.3,84871.3,53039.6,64172.2,59966.5,34511.7,33704.9,71417.3,54677.3,1874.3,10870.7,69686.1
Kiwi Sykkylven,18516.5,76282.7,11204.1,58169.3,29373.5,40596.8,29237.1,3341.0,26509.7,75950.5,22951.8,37276.5,28988.3,46742.5,30421.4,36141.1,563.8,29582.6,26512.4,123009.2,30265.2,29177.9,17856.5,7350.3,29067.6,53403.2,63587.7,46675.1,52685.3,29257.7,14664.9,36001.2,24822.2,17931.1,207.8,53388.3,28976.0,46437.5,72316.6,20264.1,112256.5,37614.9,27019.1,71738.3,78248.9,29408.7,139865.9,140159.9,56611.6,78395.1,49097.0,173951.1,76230.4,66713.7,72110.9,116940.8,78305.8,57111.2,147339.9,93854.2,46707.0,53093.2,28198.4,24781.4,64088.6,0.0,31517.9,26655.7,17856.6,170872.1,25320.2,23696.6,12440.4,26887.2,26799.4,33496.0,106517.1,46306.6,31663.8,29014.2,55108.0,28631.3,29595.3,19240.7,55896.8,119719.3,22472.3,18236.6,53185.6,29375.5,74477.4,28704.1,38470.2,73844.6,21375.8,40435.2,18887.0,18020.7,28758.0,18922.4,18764.1,18766.9,119938.3,54738.1,83895.8,76012.1,29290.7,29183.6,28451.7,41025.5,31703.0,29004.3,19123.4,111974.9,72235.2,56597.7,29282.2,179518.1,17690.2,49101.3,32065.1,45234.9,33023.9,20210.1,18299.5,14995.6,53527.7,30035.1,33430.2,33512.7,33508.2,32343.5,32343.5,20267.5,704.7,17661.0,46506.8,47451.2,29111.9,114862.6,62288.6,53376.0,27380.7
SKARBØVIKGATA 25,19459.8,110642.7,41164.7,67954.8,2781.5,45580.7,2507.2,28313.5,5338.8,110310.6,27638.3,13506.8,2573.1,47685.7,1133.3,37084.3,31961.4,30525.8,5536.6,144736.6,41937.2,3098.6,14763.4,38681.7,2482.9,63188.7,73373.1,47618.4,62470.8,2410.3,17326.4,36944.5,7692.8,13863.0,31403.6,63173.7,3074.0,47380.8,73259.8,21207.4,94448.4,38558.2,5645.0,72681.6,88034.4,3329.4,161593.3,161887.3,66397.1,88180.5,54080.9,146482.6,110590.4,67656.9,73054.1,138668.2,88091.3,62095.2,169067.3,94797.4,47650.2,62878.7,3389.8,33715.7,73874.1,31611.4,0.0,5679.9,14540.8,143403.7,8190.8,8114.7,19485.3,5513.1,27742.7,64827.3,128244.5,47249.9,800.8,2647.5,56051.2,29574.5,1920.7,13837.9,67568.8,129686.2,9755.7,13656.0,62971.1,3296.2,75420.6,3029.2,39413.4,74787.9,10539.4,16665.4,31868.3,13601.6,2833.9,13350.1,13191.7,13194.5,130662.2,89098.1,93681.3,110372.2,2225.4,3318.5,3165.8,76315.6,495.1,2606.5,20066.7,94166.9,73178.4,66383.2,30225.5,152049.6,14848.9,50044.6,63396.4,46178.1,42809.4,11919.0,14115.4,16821.8,63313.2,1869.1,64761.6,64844.0,64839.6,63674.9,63674.9,21210.8,32102.3,14819.8,47450.0,48394.5,3032.5,97054.6,72074.1,63161.5,6209.8
NØRVEGATA 23,14806.5,105989.4,36511.5,63301.6,3308.9,40630.1,3172.6,23660.2,424.0,105657.3,22985.1,11212.0,2923.7,43032.5,4356.8,32431.1,27308.2,25872.6,285.7,140083.4,37283.9,3113.3,10110.1,34028.4,3003.1,58535.4,68719.9,42965.1,57817.6,3193.2,12673.1,32291.2,1892.1,9209.8,26750.3,58520.5,2911.4,42727.5,68606.5,16554.1,89795.1,33904.9,933.3,68028.3,83381.1,3344.1,156940.0,157234.0,61743.9,83527.3,49130.3,141829.4,105937.2,63003.7,68400.9,134014.9,83438.0,57144.5,164414.1,90144.2,42997.0,58225.4,2133.9,29062.5,69220.9,26958.1,5453.4,0.0,9887.5,138750.4,1966.4,2685.9,14832.0,801.4,23089.4,60174.1,123591.2,42596.6,5599.2,2949.6,51397.9,24921.3,3530.8,9184.7,62915.6,125032.9,4327.0,9002.7,58317.8,3311.0,70767.3,2639.5,34760.1,70134.6,5886.2,14370.7,27215.1,8948.3,2693.4,8696.8,8538.5,8541.3,126008.9,84444.8,89028.0,105718.9,3226.1,3119.0,2387.2,71662.3,5638.5,2939.7,15413.4,89513.6,68525.2,61729.9,25572.2,147396.4,10195.6,45391.3,58743.2,41524.9,38156.1,7265.7,9462.2,12168.6,58659.9,3970.5,60108.3,60190.8,60186.3,59021.6,59021.6,16557.5,27449.0,10166.5,42796.8,43741.2,3047.3,92401.3,67420.9,58508.2,1294.9
SPJELKAVIKVEGEN 42,5798.7,97672.3,27503.7,54293.7,12420.6,32312.9,12284.2,14652.4,9556.8,97340.2,14667.9,20323.6,12035.4,34024.7,13468.5,23423.3,18300.3,16864.7,9559.5,131075.5,28966.8,12225.0,282.6,25020.6,12114.7,49527.6,59712.1,33957.3,48809.7,12304.8,3665.3,23283.4,7869.3,1252.7,17742.5,49512.7,12023.1,33719.7,59598.7,7546.3,80787.3,24897.1,10066.1,59020.5,74373.3,12455.8,147932.2,148226.2,52736.0,74519.5,40813.1,132821.6,97620.0,53995.8,59393.1,125007.1,74430.2,48827.3,155406.2,81136.4,33989.1,49217.6,11245.5,20745.3,60213.0,17950.3,14565.0,9702.8,0.0,129742.6,8367.3,6902.2,5824.2,9934.3,14081.6,51166.2,114583.4,33588.8,14710.9,12061.3,42390.1,15913.4,12642.4,1497.4,54598.4,116025.1,5677.9,1174.4,49310.0,12422.6,61759.5,11751.2,25752.3,61126.8,4581.4,23482.3,18897.9,1427.0,11805.1,1969.5,1811.2,1814.0,117001.1,76127.7,80020.2,97401.8,12337.7,12230.6,11498.8,63345.2,14750.1,12051.4,6405.6,80505.8,59517.4,52722.1,16564.4,138388.5,166.4,36383.5,49735.3,32517.1,29148.3,3616.4,551.1,3160.8,49652.1,13082.2,51100.5,51183.0,51178.5,50013.8,50013.8,7549.7,18441.2,195.5,33788.9,34733.4,12158.9,83393.5,58413.0,49500.4,10427.8
Kiwi Deknepollen,144886.0,171989.9,167555.3,116204.9,159345.3,180109.9,159208.9,173927.3,156481.5,171872.4,162465.0,167248.3,158960.1,97779.1,160393.2,106913.5,170585.1,151707.6,156484.2,113241.4,176763.8,159149.7,147828.3,163517.7,159039.4,99066.6,91717.7,97826.7,99181.1,159229.5,145962.0,106851.8,154794.0,147902.9,171020.3,98504.9,158947.8,97807.7,105460.7,140702.5,51916.9,107855.8,156990.8,104882.5,122769.8,159380.5,130098.0,130392.0,95533.1,122915.9,188610.2,12441.1,171937.7,75936.7,70441.3,107173.0,122826.6,196624.4,101560.6,67257.8,97836.4,98720.8,158170.2,168542.4,91542.3,170855.7,161489.7,156627.5,147828.3,0.0,155292.0,153668.4,148120.9,156858.9,148924.4,142600.4,96749.3,97482.0,161635.6,158986.0,88252.1,150756.3,159567.1,149212.5,202395.5,51478.0,152444.1,148208.4,98816.6,159347.3,74123.7,158675.8,104425.5,106988.8,151347.5,170407.0,164456.7,147992.5,158729.7,148894.2,148735.9,148738.6,51799.4,200832.9,77415.7,171810.7,159262.4,159155.3,158423.5,150130.0,161674.8,158976.1,141437.9,51635.4,105379.3,95519.1,151407.3,8836.7,147661.9,95913.0,142057.8,98487.9,118770.2,150181.8,148271.3,145457.5,98423.9,160006.9,142534.6,142617.1,142612.6,141447.9,141447.9,140705.9,170896.4,147632.8,98009.6,97202.9,159083.6,54523.1,90806.2,98537.1,157352.4
"Eggesbønes, 6008 Ålesund",13340.4,104523.3,35045.3,61835.4,5725.9,39163.9,5589.5,22194.1,2862.1,104191.2,21518.9,13628.9,5340.7,41566.4,6773.8,30965.0,25842.0,24406.4,2864.8,138617.2,35817.8,5530.3,8644.0,32562.3,5420.0,57069.3,67253.7,41499.0,56351.4,5610.1,11207.0,30825.1,1116.4,7743.6,25284.2,57054.3,5328.4,41261.4,67140.4,15088.0,88329.0,32438.8,3371.4,66562.2,81915.0,5761.1,155473.9,155767.9,60277.7,82061.1,47664.1,140363.2,104471.0,61537.5,66934.8,132548.8,81971.9,55678.3,162947.9,88678.0,41530.8,56759.3,4550.8,27596.3,67754.7,25492.0,7870.3,2044.2,8421.4,137284.3,0.0,1794.3,13365.9,3239.6,21623.3,58707.9,122125.1,41130.5,8016.2,5366.6,49931.8,23455.1,5947.7,7718.5,61449.4,123566.8,3435.3,7536.6,56851.7,5727.9,69301.2,5056.5,33294.0,68668.5,4420.0,16787.6,25748.9,7482.2,5110.4,7230.7,7072.3,7075.1,124542.8,82978.7,87561.9,104252.8,5643.1,5535.9,4804.1,70196.2,8055.4,5356.7,13947.3,88047.5,67059.0,60263.8,24106.1,145930.2,8729.5,43925.2,57277.0,40058.8,36690.0,5799.6,7996.0,10702.4,57193.8,6387.5,58642.2,58724.6,58720.2,57555.5,57555.5,15091.4,25982.9,8700.4,41330.6,42275.1,5464.3,90935.2,65954.7,57042.1,3733.1
NEDRE KLOKKERSUNDVEGEN 2,11556.3,104104.7,33261.3,60051.4,5960.3,38745.3,5823.9,20410.0,3096.5,103772.5,21100.3,13863.3,5575.0,39782.3,7008.1,29180.9,24058.0,22622.4,3099.2,136833.1,35399.2,5764.7,7111.7,30778.2,5654.4,55285.2,65469.7,39714.9,54567.4,5844.5,9422.9,29041.0,1106.6,6139.0,23500.1,55270.3,5562.7,39477.3,65356.3,13303.9,86544.9,30654.7,3605.8,64778.1,80130.9,5995.4,153689.8,153983.8,58493.7,80277.1,47245.5,138579.2,104052.4,59753.5,65150.7,130764.7,80187.8,55259.7,161163.9,86894.0,39746.7,54975.2,4785.2,27177.7,65970.7,23707.9,8104.7,3242.4,8002.7,135500.2,1820.2,0.0,11581.8,3473.9,19839.2,56923.9,120341.0,39346.4,8250.5,5601.0,48147.7,21671.1,6182.1,7299.9,61030.8,121782.7,1895.6,7118.0,55067.6,5962.3,67517.1,5290.8,31509.9,66884.4,2552.5,17022.0,25330.3,5877.5,5344.7,6812.0,6653.7,6656.5,122758.7,82560.1,85777.8,103834.1,5877.4,5770.3,5038.5,69777.5,8289.8,5591.0,12163.2,86263.4,65275.0,58479.7,22322.0,144146.2,6945.4,42141.1,55493.0,38274.7,34905.9,4194.9,7577.4,8918.4,55409.7,6621.9,56858.1,56940.6,56936.1,55771.4,55771.4,13307.3,24198.8,6916.3,39546.6,40491.0,5698.6,89151.1,64170.7,55258.0,3967.4
FLISNESVEGEN 1,6422.6,96678.3,21938.3,54917.7,17279.6,38044.3,17143.2,9087.0,14415.8,96346.2,20399.3,25182.6,16894.4,34648.6,18327.5,24047.2,12735.0,17488.7,14418.5,135114.1,27972.8,17084.0,5762.6,19455.2,16973.7,50151.5,60336.0,34581.2,49433.7,17163.8,2570.9,23907.3,12728.3,5837.2,12177.1,50136.6,16882.1,34343.6,60222.6,8170.2,81411.2,25521.0,14925.1,59644.4,74997.2,17314.8,151970.8,152264.8,53360.0,75143.4,46544.5,133445.5,96626.1,54619.8,60017.0,129045.7,75054.1,54558.7,159444.8,81760.3,34613.1,49841.5,16104.5,22489.1,60837.0,12384.9,19424.0,14561.8,5762.7,130366.5,13226.3,11602.7,0.0,14793.3,14705.5,45600.9,118622.0,34212.7,19569.9,16920.3,43014.0,16537.4,17501.4,7146.8,53604.5,116649.0,10378.4,6142.7,49933.9,17281.6,62383.5,16610.2,26376.2,61750.7,9281.9,28341.3,16594.6,5926.8,16664.1,6828.5,6670.2,6673.0,117625.1,75133.7,80644.1,96407.8,17196.7,17089.6,16357.8,62351.2,19609.1,16910.4,7029.5,81129.7,60141.3,53346.0,17188.3,139012.5,5596.3,37007.4,44170.0,33141.0,29772.2,8116.2,6205.6,2901.7,50276.0,17941.2,45535.1,45617.6,45613.1,44448.4,44448.4,8173.6,12875.8,5567.1,34412.9,35357.3,17017.9,84017.4,59037.0,50124.3,15286.8
"Kverve, 6008 Ålesund",14578.6,105761.5,36283.6,63073.7,3455.0,40402.2,3318.7,23432.3,460.6,105429.4,22757.2,11358.1,3069.8,42804.6,4502.9,32203.2,27080.3,25644.7,658.3,139855.5,37056.0,3259.4,9882.2,33800.5,3149.2,58307.5,68492.0,42737.2,57589.7,3339.3,12445.2,32063.3,2811.7,8981.9,26522.4,58292.6,3057.5,42499.6,68378.6,16326.2,89567.2,33677.0,571.7,67800.4,83153.2,3490.2,156712.1,157006.1,61516.0,83299.4,48902.4,141601.5,105709.3,62775.8,68173.0,133787.0,83210.1,56916.6,164186.2,89916.3,42769.1,57997.5,2280.0,28834.6,68993.0,26730.2,5599.5,801.6,9659.6,138522.5,3309.7,3233.5,14604.1,0.0,22861.5,59946.2,123363.3,42368.7,5745.3,3095.7,51170.0,24693.4,3676.9,8956.8,62687.7,124805.0,4874.6,8774.8,58089.9,3457.1,70539.5,2785.6,34532.2,69906.7,5658.3,14516.8,26987.2,8720.4,2839.5,8468.9,8310.6,8313.4,125781.1,84216.9,88800.1,105491.0,3372.2,3265.1,2533.3,71434.4,5784.6,3085.8,15185.5,89285.7,68297.3,61502.0,25344.3,147168.5,9967.7,45163.4,58515.3,41297.0,37928.2,7037.8,9234.3,11940.7,58432.0,4116.6,59880.4,59962.9,59958.4,58793.7,58793.7,16329.6,27221.1,9938.6,42568.9,43513.3,3193.4,92173.4,67193.0,58280.3,1331.5
