,Depot,"Geiranger, 6216 Geiranger","Storfjordvegen 550, 6260 Skodje","Sæbøvegen 26, 6165 Sæbø","Parkgata 2, 6003 Ålesund","Langsten, 6264 Tennfjord","Ålesund, 6002 Ålesund",Aursnes Kiosk & Bistro,"Blakstad, 6008 Ålesund",Brasserie Posten,"Digernes, 6057 Ellingsøy","Moa, 6010 Ålesund",LORKENESTORGET,Brygga Sportsbar,BROGATA 1,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Straumgjerde,NEDRE STRANDGATE 9,Bunnpris Ørsta,"Volda, 6100 Volda",Café Nova,Det Lille Napoli,KIRKEGATA 1 A,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ulsteinvik, 6065 Ulsteinvik","Fosnavåg, 6090 Fosnavåg","Sunde, 6030 Sunde",Fiskå Brygge Gjestgiveri,"Hareid, 6060 Hareid","Hatlane, 6008 Ålesund",Herøy omsorgssenter,Hjørundfjordheimen,KONGENS GATE 27,Innvik,Innvik Fjordhotell,"Hovdebygda, 6160 Hovdebygda",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Joker Geiranger,Joker Gursken,Joker Larsnes,Joker Loen,Joker Sæbø,Joker Tomrefjord,Joker,Joker Åram,KaffeBaren AS,Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",KONGENS GATE 30,"Larsnes, 6098 Nerlandsøy",KEISER WILHELMS GATE 32,"Hjørungavåg, 6092 Fosnavåg",Meny Fosnavåg,LERSTADVEGEN 291,"Giske, 6050 Valderøya","Solavågen, 6240 Ørskog","HIG, 6010 Ålesund",KORSEGATA 4,POSTVEGEN 11,POSTVEGEN 17,POSTVEGEN 15,"Nordfjordeid, 6770 Nordfjordeid",Nærbutikken Norddal,Nærbutikken Rovde,Olebuda,Quality Hotel Waterfront,SORENSKRIVER BULLS GATE 7,RÅDSTUGATA 3B,"Rekkedal, 6210 Valldal",OLE THORESENS GATE 16,RASMUS RØNNEBERGS GATE 4,SOLAVÅGSEIDET 76,Spar Fiskåbygd,Spar Fosnavåg,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Ulsteinvik,Spar Vartdal,Øvre Geilegrend 1,Esso Spjelkavik,St1 Vegsund,St1 Ørsta,"Ålesund, 6009 Ålesund",Storfjord kulturhus,Stranda Bakeri og Konditori,"Stranda, 6200 Stranda","Stranda, 6200 Stranda",Stranda omsorgssenter,"Sundgata 26, 6030 Sunde","Sykkylven, 6230 Sykkylven",Thon Hotel Baronen,Ulstein Arena,Ulstein sjukeheim,"Rådhuset, 6002 Ålesund","Fiskå, 6139 Fiskå",Volda omsorgssenter sjukeheim,"Ørsta, 6150 Ørsta","Åsehaugen 5, 6017 Ålesund"
KaffeBaren AS,3279.6,9973.7,5427.6,2819.2,4206.4,5349.1,4194.5,4611.5,3970.5,9912.9,4229.8,4706.5,4164.2,45.6,4299.4,881.7,4870.6,3538.4,3975.8,6612.4,5114.8,4170.8,3401.7,5308.7,4174.3,2176.7,2191.0,16.7,2139.7,4192.5,3282.3,878.5,3897.9,3390.1,4803.6,2089.7,4161.3,51.6,1885.4,3041.4,4906.0,1012.4,4022.6,1832.3,3618.8,4198.7,7605.1,7637.1,1877.6,3629.6,5935.6,7953.6,9955.2,1464.9,1800.2,6152.3,3615.6,6539.1,8115.0,4942.4,0.0,2096.9,4075.9,4615.6,2216.3,4838.8,4398.3,3997.1,3379.0,7828.1,3973.5,3930.2,3398.8,4041.9,3298.7,6938.1,5481.5,121.4,4452.7,4160.8,761.3,3454.4,4216.8,3483.0,6579.3,5577.7,3871.0,3401.9,2105.3,4193.9,2024.9,4125.8,727.3,2034.3,3717.8,4944.9,4518.0,3405.4,4129.9,3469.7,3437.1,3441.3,5605.7,8712.0,4469.4,9918.3,4189.2,4176.0,4107.0,7488.1,4447.8,4162.0,2942.2,4848.3,1872.1,1892.2,3515.6,8462.4,3353.5,359.5,6794.5,219.0,3329.8,3601.9,3420.4,3219.1,2080.4,4262.5,6934.1,6941.1,6940.5,6836.8,6836.8,3042.2,4902.6,3350.9,53.4,178.0,4182.6,5040.7,2058.6,2107.4,4059.3
Kiwi Meieribygget Ørsta,3906.3,8628.8,4946.0,801.3,4833.1,5975.8,4821.2,4451.6,4597.2,8582.6,4856.5,5333.2,4790.9,2072.4,4926.1,2661.3,4232.3,4426.1,4602.5,5219.4,5741.5,4797.5,4028.4,4596.9,4801.0,112.2,842.5,2078.8,58.1,4819.2,3909.0,2658.1,4524.6,4016.8,4240.3,50.4,4788.0,2073.9,2936.9,3558.9,4890.6,2792.0,4649.3,2883.8,1692.0,4825.4,6212.1,6244.1,290.2,1702.8,6562.3,7390.4,8610.3,2516.4,2851.7,4759.3,1688.8,7165.8,6722.0,5706.5,2084.0,0.0,4702.6,5242.3,867.8,4250.5,5025.0,4623.8,4005.7,7264.9,4600.2,4556.9,4025.5,4668.6,4186.4,5865.7,4088.5,2055.8,5079.4,4787.5,1812.8,4342.1,4843.5,4109.7,7206.0,4184.7,4497.7,4028.6,44.7,4820.6,3076.4,4752.5,2506.9,3085.8,4344.5,5571.6,5144.7,4032.1,4756.6,4096.4,4063.8,4068.0,4212.7,9338.7,3120.9,8577.2,4815.9,4802.7,4733.7,8114.8,5074.5,4788.7,3568.9,4832.9,2923.6,304.8,4403.3,7899.2,3980.2,1923.6,5822.7,2131.9,1248.2,4228.6,4047.1,3845.8,67.7,4889.2,5861.7,5868.7,5868.1,5764.4,5764.4,3559.7,4276.9,3977.6,2103.5,2025.2,4809.3,5025.3,710.1,52.9,4686.0
SUNDGATA 8,1215.5,7305.8,3154.1,5481.8,141.8,2647.4,129.9,2338.0,144.2,7245.0,1561.9,737.7,99.6,4017.2,234.8,3237.4,2597.1,2001.6,166.7,9899.9,2446.9,96.7,861.7,3035.2,109.7,4796.7,5541.9,4014.3,4673.3,127.9,1008.8,3227.3,305.2,774.6,2530.1,4749.8,95.6,3981.4,5626.6,1255.4,8647.2,3431.8,177.4,5573.5,6372.5,134.1,10892.6,10924.6,4989.6,6383.3,3233.9,11694.8,7287.3,5206.1,5541.4,9439.8,6369.3,3837.4,11402.5,8683.6,4026.5,4718.3,0.0,1947.7,5567.2,2565.3,333.7,188.0,823.0,11569.3,380.8,343.9,1125.3,196.7,1761.9,4664.6,8769.0,3959.2,388.1,96.2,4502.5,1917.6,152.2,769.6,3911.4,8865.2,515.3,735.5,4725.2,129.3,5766.1,61.2,3460.9,5775.5,474.5,976.1,1891.4,741.1,65.3,744.9,712.3,716.5,8893.2,6044.1,7820.3,7250.4,124.6,110.3,32.3,4820.2,383.2,97.4,1137.0,8589.5,5613.3,5004.2,1978.8,12203.6,814.9,4100.7,4521.0,3894.4,3489.2,594.9,789.5,945.6,4767.1,197.9,4660.6,4667.6,4667.0,4563.3,4563.3,1256.2,2629.1,812.3,3989.3,4006.3,118.0,8781.9,5409.5,4752.3,233.0
Kiwi Skodje,1747.3,5610.3,2936.7,6013.6,2058.1,1406.3,2046.2,2120.6,1822.2,5549.5,522.8,1665.8,2015.9,4549.0,2151.1,3769.2,2379.7,2533.4,1827.5,10011.4,751.4,2022.5,1356.0,2817.8,2026.0,5328.5,6073.7,4546.1,5205.1,2044.2,1540.6,3759.1,1749.6,1318.5,2312.7,5281.6,2013.0,4513.2,6158.4,1787.2,9179.0,3963.6,1874.3,6105.3,6904.3,2050.4,11004.1,11036.1,5521.4,6915.1,1992.8,12226.6,5591.8,5737.9,6073.2,9551.3,6901.1,2596.3,11514.0,9215.4,4558.3,5250.1,1927.6,0.0,6099.0,2347.9,2250.0,1848.8,1317.3,12101.1,1825.2,1786.3,1520.6,1893.6,2293.7,4447.2,8880.5,4491.0,2304.4,2012.5,5034.3,2449.4,2068.5,1224.4,2215.9,9397.0,1780.1,1267.3,5257.0,2045.6,6297.9,1977.5,3992.7,6307.3,1573.9,2628.7,619.5,1382.5,1981.6,1321.4,1288.8,1293.0,9425.0,4348.6,8352.1,5554.9,2040.9,2027.7,1958.7,3124.7,2299.5,2013.7,1668.8,9121.3,6145.1,5536.0,2510.6,12735.4,1318.6,4632.5,4303.6,4426.2,4021.0,1512.5,1269.6,1477.4,5298.9,2114.2,4443.2,4450.2,4449.6,4345.9,4345.9,1788.0,2411.7,1321.2,4521.1,4538.1,2034.3,9313.7,5941.3,5284.1,1911.0
Kiwi Volda,4770.3,7927.4,5810.0,1383.6,5697.1,6839.8,5685.2,5315.6,5461.2,7881.2,5720.5,6197.2,5654.9,2215.1,5790.1,2804.0,5096.3,5290.1,5466.5,4518.0,6605.5,5661.5,4892.4,5460.9,5665.0,959.1,116.2,2221.5,922.1,5683.2,4773.0,2800.8,5388.6,4880.8,5104.3,872.1,5652.0,2216.6,3079.6,4422.9,4449.7,2934.7,5513.3,3026.5,1605.9,5689.4,5510.7,5542.7,651.1,1616.7,7426.3,6689.0,7908.9,2659.1,2994.4,4057.9,1602.7,8029.8,6020.6,5265.6,2226.7,879.3,5566.6,6106.3,0.0,5114.5,5889.0,5487.8,4869.7,6563.5,5464.2,5420.9,4889.5,5532.6,5050.4,5164.3,3387.1,2198.5,5943.4,5651.5,1955.5,5206.1,5707.5,4973.7,8070.0,3483.3,5361.7,4892.6,887.7,5684.6,3219.1,5616.5,2649.6,3228.5,5208.5,6435.6,6008.7,4896.1,5620.6,4960.4,4927.8,4932.0,3511.3,8987.9,2680.0,7875.8,5679.9,5666.7,5597.7,7711.7,5938.5,5652.7,4432.9,4392.0,3066.3,665.7,5267.3,7197.8,4844.2,2066.3,5121.3,2274.6,2112.2,5092.6,4911.1,4709.8,862.8,5753.2,5160.3,5167.3,5166.7,5063.0,5063.0,4423.7,5140.9,4841.6,2246.2,2167.9,5673.3,4584.4,214.9,889.8,5550.0
Kiwi Sykkylven,1994.8,7264.8,757.2,5015.9,2691.1,3336.8,2679.2,273.8,2455.2,7204.0,2217.5,3191.2,2648.9,4796.5,2784.1,4016.7,73.3,2780.9,2460.5,7743.7,2704.6,2655.5,1886.4,550.1,2659.0,4330.8,5076.0,4793.6,4207.4,2677.2,1673.3,4006.6,2382.6,1874.8,31.9,4283.9,2646.0,4760.7,6405.9,2034.7,9124.1,4211.1,2507.3,6352.8,5906.6,2683.4,8736.4,8768.4,4523.7,5917.4,3923.3,10620.2,7246.3,5985.4,6320.7,7283.6,5903.4,4526.8,9246.3,9462.9,4805.8,4252.4,2560.6,2345.8,5101.3,0.0,2883.0,2481.8,1863.7,10494.7,2458.2,2414.9,1519.2,2526.6,2541.2,2179.5,6612.8,4738.5,2937.4,2645.5,5281.8,2696.9,2701.5,1967.7,4169.1,7414.5,2355.7,1886.6,4259.3,2678.6,6545.4,2610.5,4240.2,6554.8,2202.5,3429.6,2013.7,1890.1,2614.6,1954.4,1921.8,1926.0,7385.8,6003.1,7354.4,7209.4,2673.9,2660.7,2591.7,4726.9,2932.5,2646.7,1916.3,9066.4,6392.6,4538.3,2758.1,11129.0,1838.2,4880.0,2035.9,4673.7,3023.3,2086.6,1905.1,1674.1,4301.2,2747.2,2175.5,2182.5,2181.9,2078.2,2078.2,2035.5,105.3,1835.6,4768.6,4785.6,2667.3,9258.8,4943.6,4286.4,2544.0
SKARBØVIKGATA 25,1527.2,7617.5,3465.8,5793.5,269.7,2959.1,240.8,2649.7,455.9,7556.7,1873.6,1049.4,250.8,4328.9,116.3,3549.1,2908.8,2313.3,478.4,10211.6,2758.6,301.8,1173.4,3346.9,238.5,5108.4,5853.6,4326.0,4985.0,227.3,1320.5,3539.0,616.9,1086.3,2841.8,5061.5,302.6,4293.1,5938.3,1567.1,8958.9,3743.5,489.1,5885.2,6684.2,329.7,11204.3,11236.3,5301.3,6695.0,3545.6,12006.5,7599.0,5517.8,5853.1,9751.5,6681.0,4149.1,11714.2,8995.3,4338.2,5030.0,334.3,2259.4,5878.9,2877.0,0.0,499.7,1134.7,11881.0,692.5,655.6,1437.0,508.4,2073.6,4976.3,9080.7,4270.9,134.8,252.9,4814.2,2229.3,180.8,1081.3,4223.1,9176.9,827.0,1047.2,5036.9,324.9,6077.8,298.9,3772.6,6087.2,786.2,1287.8,2203.1,1052.8,282.3,1056.6,1024.0,1028.2,9204.9,6355.8,8132.0,7562.1,208.4,324.2,320.3,5131.9,78.9,249.1,1448.7,8901.2,5925.0,5315.9,2290.5,12515.3,1126.6,4412.4,4832.7,4206.1,3800.9,906.6,1101.2,1257.3,5078.8,186.0,4972.3,4979.3,4978.7,4875.0,4875.0,1567.9,2940.8,1124.0,4301.0,4318.0,313.6,9093.6,5721.2,5064.0,544.7
NØRVEGATA 23,1148.7,7239.0,3087.3,5415.0,294.1,2614.4,282.2,2271.2,51.2,7178.2,1495.1,794.2,251.9,3950.4,387.1,3170.6,2530.3,1934.8,43.6,9833.1,2380.1,258.5,794.9,2968.4,262.0,4729.9,5475.1,3947.5,4606.5,280.2,942.0,3160.5,202.1,707.8,2463.3,4683.0,249.0,3914.6,5559.8,1188.6,8580.4,3365.0,103.3,5506.7,6305.7,286.4,10825.8,10857.8,4922.8,6316.5,3200.9,11628.0,7220.5,5139.3,5474.6,9373.0,6302.5,3804.4,11335.7,8616.8,3959.7,4651.5,163.6,1880.9,5500.4,2498.5,486.0,0.0,756.2,11502.5,236.5,274.4,1058.5,122.6,1695.1,4597.8,8702.2,3892.4,540.4,248.5,4435.7,1850.8,304.5,702.8,3844.6,8798.4,445.8,668.7,4658.4,281.6,5699.3,213.5,3394.1,5708.7,407.7,1032.6,1824.6,674.3,217.6,678.1,645.5,649.7,8826.4,5977.3,7753.5,7183.6,276.9,263.7,194.7,4753.4,535.5,249.7,1070.2,8522.7,5546.5,4937.4,1912.0,12136.8,748.1,4033.9,4454.2,3827.6,3422.4,528.1,722.7,878.8,4700.3,350.2,4593.8,4600.8,4600.2,4496.5,4496.5,1189.4,2562.3,745.5,3922.5,3939.5,270.3,8715.1,5342.7,4685.5,140.0
SPJELKAVIKVEGEN 42,512.7,6668.5,2451.3,4779.0,955.2,2043.9,943.3,1635.2,719.3,6607.7,924.6,1455.3,913.0,3314.4,1048.2,2534.6,1894.3,1298.8,724.6,9197.1,1809.6,919.6,59.8,2332.4,923.1,4093.9,4839.1,3311.5,3970.5,941.3,306.0,2524.5,646.7,139.2,1827.3,4047.0,910.1,3278.6,4923.8,552.6,7944.4,2729.0,771.4,4870.7,5669.7,947.5,10189.8,10221.8,4286.8,5680.5,2630.4,10992.0,6650.0,4503.3,4838.6,8737.0,5666.5,3233.9,10699.7,7980.8,3323.7,4015.5,824.7,1310.4,4864.4,1862.5,1147.1,745.9,0.0,10866.5,722.3,660.0,422.5,790.7,1059.1,3961.8,8066.2,3256.4,1201.5,909.6,3799.7,1214.8,965.6,160.5,3274.1,8162.4,600.8,116.7,4022.4,942.7,5063.3,874.6,2758.1,5072.7,447.6,1693.7,1254.1,158.1,878.7,218.5,185.9,190.1,8190.4,5406.8,7117.5,6613.1,938.0,924.8,855.8,4182.9,1196.6,910.8,434.2,7886.7,4910.5,4301.4,1276.0,11500.8,22.4,3397.9,3818.2,3191.6,2786.4,354.6,72.0,242.8,4064.3,1011.3,3957.8,3964.8,3964.2,3860.5,3860.5,553.4,1926.3,25.0,3286.5,3303.5,931.4,8079.1,4706.7,4049.5,808.1
Kiwi Deknepollen,10558.5,10351.0,10599.5,7355.7,11485.3,12628.0,11473.4,10699.6,11249.4,10304.8,11508.7,11985.4,11443.1,7820.3,11578.3,8409.2,10480.3,11078.3,11254.7,6941.6,12393.7,11449.7,10680.6,9965.2,11453.2,6747.3,6203.5,7826.7,6710.3,11471.4,10561.2,8406.0,11176.8,10669.0,10488.3,6660.3,11440.2,7821.8,8300.0,10211.1,3288.9,8539.9,11301.5,8246.9,7345.6,11477.6,7934.3,7966.3,6439.3,7356.4,13214.5,818.3,10332.5,6416.6,6061.4,6481.5,7342.4,13818.0,7536.7,4207.7,7831.9,6667.5,11354.8,11894.5,6202.4,10498.5,11677.2,11276.0,10657.9,0.0,11252.4,11209.1,10677.7,11320.8,10838.6,8682.7,5810.7,7803.7,11731.6,11439.7,7175.9,10994.3,11495.7,10761.9,13858.2,3166.4,11149.9,10680.8,6675.9,11472.8,6402.1,11404.7,8254.8,8448.9,10996.7,12223.8,11796.9,10684.3,11408.8,10748.6,10716.0,10720.2,3181.6,12004.5,4742.4,10299.4,11468.1,11454.9,11385.9,11230.1,11726.7,11440.9,10221.1,3231.2,8286.7,6453.9,11055.5,684.5,10632.4,7671.5,8639.7,7879.8,7900.4,10880.8,10699.3,10498.0,6651.0,11541.4,8678.7,8685.7,8685.1,8581.4,8581.4,10211.9,10524.9,10629.8,7851.4,7773.1,11461.5,3423.6,6121.0,6678.0,11338.2
"Eggesbønes, 6008 Ålesund",1120.2,7210.5,3058.8,5386.5,474.2,2585.9,462.3,2242.7,238.3,7149.7,1466.6,974.3,432.0,3921.9,567.2,3142.1,2501.8,1906.3,243.6,9804.6,2351.6,438.6,766.4,2939.9,442.1,4701.4,5446.6,3919.0,4578.0,460.3,913.5,3132.0,157.0,679.3,2434.8,4654.5,429.1,3886.1,5531.3,1160.1,8551.9,3336.5,290.4,5478.2,6277.2,466.5,10797.3,10829.3,4894.3,6288.0,3172.4,11599.5,7192.0,5110.8,5446.1,9344.5,6274.0,3775.9,11307.2,8588.3,3931.2,4623.0,343.7,1852.4,5471.9,2470.0,666.1,232.2,727.7,11474.0,0.0,218.6,1030.0,309.7,1666.6,4569.3,8673.7,3863.9,720.5,428.6,4407.2,1822.3,484.6,674.3,3816.1,8769.9,390.0,640.2,4629.9,461.7,5670.8,393.6,3365.6,5680.2,379.2,1212.7,1796.1,645.8,397.7,649.6,617.0,621.2,8797.9,5948.8,7725.0,7155.1,457.0,443.8,374.8,4724.9,715.6,429.8,1041.7,8494.2,5518.0,4908.9,1883.5,12108.3,719.6,4005.4,4425.7,3799.1,3393.9,499.6,694.2,850.3,4671.8,530.3,4565.3,4572.3,4571.7,4468.0,4468.0,1160.9,2533.8,717.0,3894.0,3911.0,450.4,8686.6,5314.2,4657.0,327.1
NEDRE KLOKKERSUNDVEGEN 2,1050.8,7153.4,2989.4,5317.1,481.8,2528.8,469.9,2173.3,245.9,7092.6,1409.5,981.9,439.6,3852.5,574.8,3072.7,2432.4,1836.9,251.2,9735.2,2294.5,446.2,698.4,2870.5,449.7,4632.0,5377.2,3849.6,4508.6,467.9,844.1,3062.6,138.1,599.2,2365.4,4585.1,436.7,3816.7,5461.9,1090.7,8482.5,3267.1,298.0,5408.8,6207.8,474.1,10727.9,10759.9,4824.9,6218.6,3115.3,11530.1,7134.9,5041.4,5376.7,9275.1,6204.6,3718.8,11237.8,8518.9,3861.8,4553.6,351.3,1795.3,5402.5,2400.6,673.7,272.5,670.6,11404.6,230.7,0.0,960.6,317.3,1597.2,4499.9,8604.3,3794.5,728.1,436.2,4337.8,1752.9,492.2,617.2,3759.0,8700.5,233.7,583.1,4560.5,469.3,5601.4,401.2,3296.2,5610.8,275.6,1220.3,1739.0,565.7,405.3,592.5,559.9,564.1,8728.5,5891.7,7655.6,7098.0,464.6,451.4,382.4,4667.8,723.2,437.4,972.3,8424.8,5448.6,4839.5,1814.1,12038.9,650.2,3936.0,4356.3,3729.7,3324.5,419.5,637.1,780.9,4602.4,537.9,4495.9,4502.9,4502.3,4398.6,4398.6,1091.5,2464.4,647.6,3824.6,3841.6,458.0,8617.2,5244.8,4587.6,334.7
FLISNESVEGEN 1,546.9,6734.8,2094.6,4813.2,1243.2,2385.9,1231.3,1278.5,1007.3,6674.0,1266.6,1743.3,1201.0,3348.6,1336.2,2568.8,1537.6,1333.0,1012.6,9169.3,1875.9,1207.6,438.5,1975.7,1211.1,4128.1,4873.3,3345.7,4004.7,1229.3,225.4,2558.7,934.7,426.9,1470.6,4081.2,1198.1,3312.8,4958.0,586.8,7978.6,2763.2,1059.4,4904.9,5703.9,1235.5,10162.0,10194.0,4321.0,5714.7,2972.4,11026.2,6716.3,4537.5,4872.8,8709.2,5700.7,3575.9,10671.9,8015.0,3357.9,4049.7,1112.7,1517.1,4898.6,1505.8,1435.1,1033.9,415.8,10900.7,1010.3,967.0,0.0,1078.7,1093.3,3605.1,8038.4,3290.6,1489.5,1197.6,3833.9,1249.0,1253.6,519.8,3340.4,8196.6,907.8,438.7,4056.6,1230.7,5097.5,1162.6,2792.3,5106.9,754.6,1981.7,1185.0,442.2,1166.7,506.5,473.9,478.1,8224.6,5473.1,7151.7,6679.4,1226.0,1212.8,1143.8,4249.2,1484.6,1198.8,468.4,7920.9,4944.7,4335.6,1310.2,11535.0,390.3,3432.1,3461.5,3225.8,2820.6,638.7,457.2,226.2,4098.5,1299.3,3601.1,3608.1,3607.5,3503.8,3503.8,587.6,1569.6,387.7,3320.7,3337.7,1219.4,8113.3,4740.9,4083.7,1096.1
"Kverve, 6008 Ålesund",1158.0,7248.3,3096.6,5424.3,343.4,2623.7,331.5,2280.5,84.9,7187.5,1504.4,843.5,301.2,3959.7,436.4,3179.9,2539.6,1944.1,107.4,9842.4,2389.4,307.8,804.2,2977.7,311.3,4739.2,5484.4,3956.8,4615.8,329.5,951.3,3169.8,247.7,717.1,2472.6,4692.3,298.3,3923.9,5569.1,1197.9,8589.7,3374.3,94.9,5516.0,6315.0,335.7,10835.1,10867.1,4932.1,6325.8,3210.2,11637.3,7229.8,5148.6,5483.9,9382.3,6311.8,3813.7,11345.0,8626.1,3969.0,4660.8,212.9,1890.2,5509.7,2507.8,535.3,128.7,765.5,11511.8,323.3,286.4,1067.8,0.0,1704.4,4607.1,8711.5,3901.7,589.7,297.8,4445.0,1860.1,353.8,712.1,3853.9,8807.7,457.8,678.0,4667.7,330.9,5708.6,262.8,3403.4,5718.0,417.0,1081.9,1833.9,683.6,266.9,687.4,654.8,659.0,8835.7,5986.6,7762.8,7192.9,326.2,313.0,244.0,4762.7,584.8,299.0,1079.5,8532.0,5555.8,4946.7,1921.3,12146.1,757.4,4043.2,4463.5,3836.9,3431.7,537.4,732.0,888.1,4709.6,399.5,4603.1,4610.1,4609.5,4505.8,4505.8,1198.7,2571.6,754.8,3931.8,3948.8,319.6,8724.4,5352.0,4694.8,173.7
"Fiskarstrand, 6037 Eidsnes",971.4,7665.5,3119.4,4959.6,1898.2,3040.9,1886.3,2303.3,1662.3,7604.7,1921.6,2398.3,1856.0,3235.1,1991.2,2455.3,2562.4,282.3,1667.6,9377.7,2806.6,1862.6,1093.5,3000.5,1866.1,4274.5,5019.7,3232.2,4151.1,1884.3,974.1,2445.2,1589.7,1081.9,2495.4,4227.6,1853.1,3199.3,4844.5,733.2,7865.1,2649.7,1714.4,4791.4,5850.3,1890.5,10370.4,10402.4,4467.4,5861.1,3627.4,10912.7,7647.0,4424.0,4759.3,8917.6,5847.1,4230.9,10880.3,7901.5,3244.4,4196.1,1767.7,2307.4,5045.0,2530.6,2090.1,1688.9,1070.8,10787.2,1665.3,1622.0,1090.6,1733.7,0.0,4629.9,8246.8,3177.1,2144.5,1852.6,3720.4,198.3,1908.6,1174.8,4271.1,8343.0,1562.8,1093.7,4203.0,1885.7,4984.0,1817.6,2678.8,4993.4,1409.6,2636.7,2209.8,1097.2,1821.7,1161.5,1128.9,1133.1,8371.0,6403.8,7298.1,7610.1,1881.0,1867.8,1798.8,5179.9,2139.6,1853.8,634.0,7807.4,4831.2,4482.0,259.5,11421.5,1045.3,3318.6,4486.3,3112.3,2967.0,1293.7,1112.2,910.9,4244.9,1954.3,4625.9,4632.9,4632.3,4528.6,4528.6,734.0,2594.4,1042.7,3207.2,3224.2,1874.4,7999.8,4887.3,4230.1,1751.1
Kiwi Stranda,4100.4,5132.3,2279.3,5951.8,4796.7,5442.4,4784.8,2379.4,4560.8,5071.5,4323.1,5296.8,4754.5,6902.1,4889.7,6122.3,2160.1,4886.5,4566.1,5939.9,4512.8,4761.1,3992.0,1645.0,4764.6,5949.0,5155.7,6899.2,5885.0,4782.8,3778.9,6112.2,4488.2,3980.4,2168.1,5840.0,4751.6,6866.3,8119.1,4140.3,9489.2,6316.7,4612.9,8066.0,4504.2,4789.0,6932.6,6964.6,5690.6,4488.0,6028.9,8816.4,5113.8,7698.6,8033.9,5479.8,4484.3,6527.7,7442.5,10305.1,6911.4,5869.2,4666.2,4451.4,5154.6,2178.3,4988.6,4587.4,3969.3,8690.9,4563.8,4520.5,3624.8,4632.2,4646.8,0.0,4809.0,6844.1,5043.0,4751.1,6995.0,4802.5,4807.1,4073.3,5757.0,5610.7,4461.3,3992.2,5826.0,4784.2,8258.6,4716.1,6345.8,8268.0,4308.1,5535.2,4119.3,3995.7,4720.2,4060.0,4027.4,4031.6,5582.0,3870.6,7719.5,5076.9,4779.5,4766.3,4697.3,2594.4,5038.1,4752.3,4021.9,9431.5,8105.8,5705.2,4863.7,9325.2,3943.8,6985.6,282.6,6779.3,4999.3,4192.2,4010.7,3779.7,5838.5,4852.8,16.4,50.0,49.4,192.5,192.5,4141.1,2204.7,3941.2,6874.2,6891.2,4772.9,9623.9,5254.4,5860.7,4649.6
Kiwi Stryn,7949.9,4566.5,6706.0,4168.5,8876.7,9869.1,8864.8,6806.1,8640.8,4520.3,8749.8,9376.8,8834.5,5471.3,8969.7,6060.2,6586.8,8469.7,8646.1,1190.1,9236.9,8841.1,8072.0,6071.7,8844.6,4165.7,3372.4,5477.7,4101.7,8862.8,7952.6,6057.0,8568.2,8060.4,6594.8,4056.7,8831.6,5472.8,6335.8,7602.5,6835.1,6190.9,8692.9,6282.7,4158.4,8869.0,2182.8,2214.8,3907.3,4169.2,10455.6,5939.6,4548.0,5915.3,6250.6,730.0,4155.2,11059.1,2692.7,7753.9,5482.9,4085.9,8746.2,8878.1,3371.3,6605.0,9068.6,8667.4,8049.3,5814.1,8643.8,8600.5,8051.5,8712.2,8230.0,4789.2,0.0,5454.7,9123.0,8831.1,5211.7,8385.7,8887.1,8153.3,10499.2,2733.9,8541.3,8072.2,4042.7,8864.2,6475.3,8796.1,5905.8,6484.7,8388.1,9615.2,8546.0,8075.7,8800.2,8140.0,8107.4,8111.6,2705.2,6220.0,5936.2,4514.9,8859.5,8846.3,8777.3,7336.6,9118.1,8832.3,7612.5,6777.4,6322.5,3921.9,8446.9,6448.4,8023.8,5322.5,4746.2,5530.8,5291.8,8272.2,8090.7,7889.4,4055.2,8932.8,4785.2,4792.2,4791.6,4687.9,4687.9,7603.3,6631.4,8021.2,5502.4,5424.1,8852.9,6969.8,3471.1,4077.4,8729.6
