,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
"Valderøy, 6050 Valderøya",19605.6,13747.4,2728.2,2927.4,24541.6,2644.2,1309.1,39759.1,2653.0,17605.3,0.0,3143.7,49553.7,125253.1,131281.1,37230.2,5682.5,148042.1,42083.0,128396.6,2628.8,47402.3,14873.3,86571.5,36501.7,27847.3,72464.1,63334.5,27784.2,130692.8,73519.0,65330.1,5484.7,21950.7,5658.9,9232.2,17472.2,37090.3,7838.7,14008.9,31549.4,16206.5,63319.6,3219.8,49472.3,90127.7,128581.9,13504.0,131064.5,130808.1,16811.3,5790.8,146539.3,87747.5,67862.1,130880.7,128606.2,67959.1,20032.3,156603.4,60903.0,62241.0,38632.4,23213.1,47526.6,63024.5,3535.7,33861.6,74020.0,31757.2,800.8,5825.7,14686.6,8336.7,143549.5,8260.5,19631.1,27888.5,64973.2,128390.4,47395.7,2793.4,56197.1,29720.4,2066.6,13983.8,67714.7,129832.1,9901.6,13801.9,63117.0,148650.9,74933.7,10685.3,30365.9,131062.8,146576.0,86927.4,146535.8,72535.1,173539.7,2307.9,130517.2,6949.6,27799.2,152105.3,48777.5,3293.1,80706.6,13652.6,3457.0,2922.9,35753.4,131263.4,33068.9,64985.4,20212.5,19744.0,73324.3,105921.2,66529.1,30371.4,14994.7,63542.3,55717.3,69620.9,46324.0,86945.0,42955.2,73234.7,12064.8,2714.5,13872.9,19544.1,48166.3,67760.2,41841.1,31373.9,64815.4,128580.8,21482.0,86942.2,2875.0,3065.7,80678.8,68612.7,3151.2,86967.9,87215.3,31240.5,39353.9,22000.0,22144.5,73604.1,4174.2,11579.0
Brooklyn - 24 / 26,16627.3,10769.1,917.8,1117.0,21563.2,805.4,4156.7,36780.7,980.6,14626.9,3407.3,0.0,46575.3,122274.8,128302.7,34251.8,2704.1,145063.7,39104.7,125418.2,811.1,44424.0,11894.9,83593.1,33523.3,24868.9,69485.7,60356.1,24805.8,127714.4,70540.6,62351.7,2506.3,18972.3,2680.6,6253.8,14493.9,34112.0,4860.3,11030.5,28571.0,13228.1,60341.2,469.3,46493.9,87149.3,125603.5,10525.6,128086.2,127829.7,13832.9,2812.4,143560.9,84769.1,64883.7,127902.3,125627.8,64980.7,17053.9,153625.1,57924.6,59262.6,35654.0,20234.7,44548.3,60046.1,471.8,30883.2,71041.6,28778.9,3261.4,2847.4,11708.2,5358.3,140571.1,5282.2,16652.7,24910.1,61994.8,125412.0,44417.4,612.0,53218.7,26742.0,1338.8,11005.4,64736.3,126853.7,6923.2,10823.5,60138.6,145672.6,71955.4,7706.9,27387.5,128084.4,143597.6,83949.0,143557.4,69556.7,170561.4,2071.5,127538.8,3971.2,24820.8,149126.9,45799.1,392.5,77728.2,10674.2,556.4,1112.5,32775.0,128285.0,30090.5,62007.1,17234.2,16765.6,70345.9,102942.8,63550.7,27393.0,12016.4,60563.9,52738.9,66642.5,43345.6,83966.7,39976.9,70256.3,9086.5,1042.0,10894.5,16565.7,45187.9,64781.8,38862.8,28395.5,61837.0,125602.4,18503.6,83963.8,1064.6,1255.3,77700.5,65634.3,384.4,83989.5,84237.0,28262.1,36375.6,19021.7,19166.1,70625.7,1195.8,8600.6
Bunnpris Brattvåg,41823.9,37107.6,46952.2,47151.4,58600.7,46839.9,50191.1,16759.1,47015.0,39823.6,49441.7,46450.6,0.0,147471.4,153499.4,59448.5,43834.8,170260.4,33937.5,150782.3,46845.6,69620.6,48932.4,78425.9,13501.7,50065.5,94682.4,85552.8,22088.9,152911.1,95737.3,78111.8,43832.1,40177.9,44209.5,41121.7,39690.5,59308.6,42144.6,36417.1,44331.2,50265.6,85537.9,46753.9,135.2,112346.0,150967.6,36252.8,153282.8,153026.4,50870.4,44341.4,168757.6,100529.2,51692.8,153099.0,150991.9,19521.5,54091.4,148457.9,52757.5,39241.0,15632.4,57272.2,69744.9,85242.8,45976.4,23849.1,96238.3,44539.0,49295.9,43978.0,36203.2,42642.6,165767.8,41428.0,41849.4,50106.8,77754.9,150776.1,69614.0,46792.1,78415.3,51938.7,47373.3,35135.9,51545.4,152050.3,40842.3,36020.1,85335.2,157235.1,97152.0,39107.2,52584.2,153281.0,168794.3,78781.8,168754.1,94753.4,195925.4,48106.0,152735.5,42743.9,22103.9,174323.5,70995.8,46677.1,32269.0,36403.8,46841.0,47146.9,27607.9,153481.6,23056.4,77767.2,42430.8,30052.8,95542.6,128306.9,88747.3,52589.6,36309.6,76324.0,16207.9,61475.4,68542.3,78799.5,65173.5,95453.0,38493.1,47076.5,36091.2,53603.2,70384.6,51590.9,33695.6,18747.5,77597.1,150966.5,55541.1,78796.6,47099.1,47289.7,32241.3,51296.7,46331.3,78822.3,79069.8,26038.8,61572.2,56059.1,56203.6,95822.4,45659.2,39168.6
Bunnpris Bryggja,126115.9,129222.4,140375.9,140575.1,159367.2,140263.6,143614.8,155372.3,140438.8,127324.9,142865.4,139874.3,165166.9,0.0,32316.5,88592.8,137714.1,23265.2,157993.7,77985.4,140269.3,79167.8,149698.9,142399.9,152114.9,130113.0,71216.3,80296.5,143694.8,32703.3,72947.6,124187.1,137711.4,131670.3,138088.8,144057.8,127191.9,88531.0,136023.9,129132.8,152250.2,151032.0,79734.8,140177.6,165085.5,72082.6,78170.7,130132.1,32537.3,33029.2,151636.9,138220.7,21762.3,95821.3,183772.7,32723.9,78195.0,183572.3,154857.9,106978.8,143384.9,177854.2,154245.6,158038.7,79486.9,79950.7,139400.1,149772.2,72772.2,152085.6,142719.6,137857.3,129058.2,136521.9,18772.6,134898.3,129350.7,130154.3,123830.3,77979.2,79161.2,140215.9,69931.3,131986.2,140797.0,130442.4,183625.3,32707.8,133673.9,129438.3,80046.4,98239.7,88668.0,132577.4,132631.7,32782.5,21799.0,142755.8,21758.9,71287.3,82208.5,141529.7,33138.0,136623.2,143709.8,27328.3,79119.3,140100.8,196319.8,148478.2,140264.7,140570.6,151664.0,32480.5,148979.5,123842.5,122667.7,154569.5,87058.6,68178.0,76749.0,132637.1,128891.8,123287.6,171330.5,185531.5,80167.1,142773.4,100000.0,72608.7,131411.7,140500.2,129434.9,154369.7,79793.0,183670.9,157751.8,149386.1,124161.4,78169.6,156307.6,142770.5,140522.8,140713.4,196292.1,184523.3,139755.0,142796.3,143043.7,147151.2,103739.0,156825.6,156970.1,72356.3,139082.6,131716.0
Bunnpris Eid,94492.7,97599.1,108752.7,108951.9,127744.0,108640.4,111991.6,123749.1,108815.6,95701.7,111242.2,108251.1,133543.7,32327.4,0.0,80688.6,106090.9,55592.6,126370.5,46285.6,108646.1,71263.7,118075.7,110700.1,120491.7,98489.8,39593.1,48673.2,112071.6,861.2,41324.4,92487.4,106088.2,100047.1,106465.6,112434.6,95568.7,80626.9,104400.7,97509.6,120550.4,119408.8,48111.6,108554.4,133462.3,40459.4,46471.0,98508.9,297.8,473.0,120013.7,106597.5,54089.8,64121.5,152149.5,484.4,46495.2,151949.1,123234.6,75279.1,111685.1,146231.0,122622.4,126415.5,71582.8,48327.5,107776.9,118149.0,41149.0,120385.9,111096.4,106234.1,97435.0,104898.7,51100.0,103275.1,97727.5,98531.1,92130.5,46279.4,71257.1,108592.6,67839.7,100363.0,109173.8,98819.2,152002.1,1084.6,102050.7,97815.1,48423.2,66540.0,86576.4,100954.2,101008.5,460.7,54126.5,111056.0,54086.3,39664.1,50054.5,109906.5,983.9,105000.0,112086.6,59655.7,71215.1,108477.6,164696.6,116855.0,108641.5,108947.4,120040.8,241.0,117356.3,92142.8,91044.5,122946.3,84966.9,36478.3,45125.8,101013.9,97268.6,91587.9,139707.3,153908.4,72263.0,111073.7,68376.8,40985.5,99788.5,108877.0,97811.7,122746.5,71888.9,152047.6,126128.6,117762.9,92461.6,46469.8,124684.4,111070.8,108899.6,109090.2,164668.9,152900.1,108131.8,111096.5,111344.0,115527.9,72115.8,125202.4,125346.9,40733.1,107459.4,100092.8
Bunnpris Hareid,20320.0,23426.5,34580.1,34779.3,53571.3,34467.7,37819.0,49576.4,34642.9,21529.0,37069.6,34078.5,59371.1,88678.7,102691.3,0.0,31918.2,111467.7,52197.8,99806.7,34473.4,10827.9,43903.0,96686.3,46319.1,19912.4,41901.6,42175.2,37899.0,102102.9,42956.5,69253.8,31915.5,25874.4,32293.0,38261.9,21396.0,515.9,30228.0,23336.9,35473.2,45236.2,41613.6,34381.8,59289.6,61537.9,99992.1,24336.2,102474.7,102218.2,45841.0,32424.8,109964.9,100883.6,77976.9,102290.8,100016.4,77776.5,49062.0,128800.2,71017.8,72058.4,48449.7,52242.8,10952.2,41829.5,33604.2,43976.4,43457.4,35681.0,36923.7,32061.5,23262.4,30726.0,106975.1,29102.4,23554.9,19953.7,68896.9,99800.5,10821.3,34420.0,19622.6,21785.6,35001.1,24646.5,77829.5,101242.2,27878.1,23642.4,41925.2,120061.1,38359.3,26781.6,22431.1,102472.9,110001.6,97042.2,109961.4,41972.6,144949.9,35733.8,101927.3,30827.4,37913.9,115530.9,12203.1,34305.0,90524.0,42682.3,34468.9,34774.8,45868.2,102673.5,43183.7,68909.2,16871.9,48773.7,36749.9,77331.4,39784.3,22436.5,23096.0,67466.1,65534.7,79735.7,9749.6,97059.8,61878.8,42672.2,25615.9,34704.3,23639.0,48573.8,11591.9,77875.0,51955.9,43590.3,68739.1,99991.0,50511.7,97056.9,34726.9,34917.6,90496.2,78727.4,33959.1,97082.7,97330.1,41355.3,35799.6,51029.7,51174.2,43041.6,33286.7,25920.2
Bunnpris Nørve,14643.1,8784.9,2946.3,3145.5,21937.6,2833.9,6185.2,34499.1,3009.1,12642.7,5435.8,2444.7,44293.8,120290.6,126318.6,32267.7,0.0,143079.6,37120.5,123434.0,2839.6,42439.8,12269.2,81608.9,31241.8,22884.7,67501.6,58372.0,22821.7,125730.2,68556.4,60367.5,260.6,16988.1,638.0,6628.1,12509.7,32127.8,2149.7,9046.3,26586.9,13602.4,58357.1,2748.0,44212.3,85165.2,123619.4,8541.4,126102.0,125845.5,14207.2,769.9,141576.7,82784.9,62899.5,125918.1,123643.7,62699.1,17428.2,151640.9,55940.5,56981.1,33372.4,20609.0,42564.1,58062.0,1970.5,28899.1,69057.4,26794.7,5289.9,293.1,9724.1,2224.0,138587.0,3298.0,14668.6,22926.0,60010.6,123427.8,42433.2,2786.2,51234.5,24757.8,3367.4,9021.2,62752.2,124869.5,4939.0,8839.3,58154.4,143688.4,69971.2,5722.7,25403.4,126100.2,141613.4,81964.8,141573.3,67572.5,168577.2,4100.0,125554.6,1417.0,22836.6,147142.7,43815.0,2671.2,75446.6,11048.6,2835.1,3141.0,30790.9,126300.8,28106.3,60022.9,15250.0,17139.9,68361.8,100958.7,61566.5,25408.8,10032.2,58579.8,50457.3,64658.4,41361.5,81982.5,37992.7,68272.2,7102.3,3070.5,8910.3,16940.1,43203.7,62797.7,36878.6,28769.8,59852.8,123618.2,18877.9,81979.6,3093.1,3283.8,75418.9,63650.1,2325.4,82005.3,82252.8,26278.0,34391.4,19396.0,19540.4,68641.6,1652.9,6616.4
Bunnpris Oldeide,149378.6,152485.1,163638.6,163837.9,182629.9,163526.3,166877.5,178635.0,163701.5,150587.6,166128.1,163137.0,188429.6,23262.7,55579.2,111406.1,160976.8,0.0,181256.4,101248.1,163532.0,101981.2,172961.6,165662.6,175377.6,153375.7,94479.0,103559.2,166957.5,55966.0,96210.3,147449.8,160974.1,154933.0,161351.5,167320.5,150454.6,111344.4,159286.6,152395.5,175512.9,174294.7,102997.5,163440.3,188348.2,95345.3,101433.4,153394.8,55800.0,56291.9,174899.6,161483.4,2795.6,119084.0,207035.4,55986.6,101457.7,206835.0,178120.5,130241.5,166647.6,201116.9,177508.3,181301.4,102300.3,103213.4,162662.8,173034.9,96034.9,175348.3,165982.3,161120.0,152320.9,159784.6,4683.3,158161.0,152613.4,153417.0,147093.0,101241.8,101974.6,163478.6,92744.7,155248.9,164059.7,153705.1,206888.0,55970.5,156936.6,152701.0,103309.1,121502.4,111481.3,155840.1,155894.4,56045.2,2758.9,166018.5,3125.4,94550.0,105471.2,164792.4,56400.7,159885.9,166972.5,8694.9,101932.6,163363.5,219582.5,171740.9,163527.4,163833.3,174926.7,55743.2,172242.2,147105.2,145930.4,177832.2,109871.9,91440.7,100011.7,155899.8,152154.5,146550.3,194593.2,208794.2,102980.5,166036.1,123262.7,95871.4,154674.4,163762.9,152697.6,177632.4,102606.3,206933.6,181014.5,172648.9,147424.1,101432.3,179570.3,166033.2,163785.5,163976.1,219554.8,207786.0,163017.7,166059.0,166306.4,170413.9,127001.7,180088.3,180232.8,95619.1,162345.3,154978.7
Bunnpris Sjøholt,34816.6,30100.3,39489.4,39688.6,58480.6,39377.0,42728.2,24163.1,39552.2,32816.3,41978.9,38987.7,33957.8,140464.1,146492.1,52441.2,36827.5,163253.1,0.0,116796.0,39382.7,62613.3,48812.3,44750.7,20905.8,43058.2,87675.1,78545.5,15295.0,145903.8,88730.0,38942.6,36824.8,25937.2,37202.2,40551.2,30251.9,52301.3,35137.3,29409.7,30090.5,50145.5,78530.6,39291.0,33876.3,105338.7,116981.4,29245.5,146275.5,146019.0,50750.3,37334.1,161750.3,66542.9,26041.3,146091.7,117005.6,52363.2,53971.3,114782.7,19082.2,37971.5,23036.4,57152.1,62737.6,78235.5,38513.5,10148.6,89231.0,30298.3,41833.0,36970.7,29195.9,35635.3,158760.5,34420.7,28027.4,43099.5,38805.7,116789.8,62606.7,39329.3,71408.0,44931.4,39910.4,28128.6,25893.9,145043.0,33835.0,29012.8,78327.9,123559.9,90144.7,32099.9,45576.9,146273.7,161787.0,45106.6,161746.8,87746.1,161939.1,40643.1,145728.2,35736.6,15310.0,167316.2,63988.5,39214.2,65110.6,35833.4,39378.1,39684.0,8840.7,146474.4,11295.4,38598.0,35423.5,29482.4,88535.3,94320.6,81740.0,45582.3,29302.3,62083.4,40121.4,27800.1,61535.0,45124.3,58166.2,88445.7,31485.8,39613.6,29083.8,53483.1,63377.3,25939.4,333.1,18177.0,39549.2,116980.2,55421.0,45121.4,39636.2,39826.9,65082.9,26791.9,38868.4,45147.1,45394.6,11798.2,54564.9,55939.0,56083.5,88815.1,38196.0,32161.3
Bunnpris Stryn,111510.7,114617.1,125770.7,125969.9,144762.0,125658.4,129009.6,140807.4,125833.5,112719.7,128260.2,125269.1,150602.0,77968.0,46279.8,99751.8,123108.8,101233.2,136443.3,0.0,125664.1,90326.9,135093.7,107328.5,137550.0,115507.8,57932.2,65966.4,129129.9,45691.5,57022.1,78549.1,123106.2,116528.2,123483.6,129452.5,112586.7,99690.1,121418.7,114527.6,106612.2,136426.8,65364.5,125572.4,150520.5,38220.8,430.5,115526.9,46063.3,45806.8,137031.7,123615.5,99730.3,50183.3,139494.2,45879.4,351.2,169007.4,140252.6,29121.4,97746.9,163289.3,139680.7,143433.5,90646.0,65620.7,124794.9,130959.5,56846.8,106447.6,128114.4,123252.1,114453.0,121916.7,96740.6,120293.1,118618.5,115549.1,78192.3,238.9,90320.3,125610.6,86902.9,117381.0,126191.8,115837.2,139346.9,45587.7,119068.7,114833.0,65231.6,20382.3,105639.5,117972.2,118026.5,46061.5,99767.0,107684.4,99726.9,57843.8,45689.5,126924.4,45515.9,122018.0,129144.9,105296.3,90278.3,125495.6,181754.9,133873.0,125659.5,125965.4,130113.6,46262.1,132106.4,78204.5,108062.5,139964.3,104030.1,22540.0,64189.0,118031.9,114286.6,77649.6,156765.6,124738.1,91326.2,107702.1,85394.8,57143.5,116806.5,125895.0,114829.7,139764.5,90952.0,139392.4,136201.4,134821.2,78523.4,184.2,141702.3,107699.2,125917.6,126108.2,181727.1,140244.8,125149.8,107724.9,107972.4,125188.1,89133.8,142220.4,142364.9,56883.6,124477.4,117110.8
NEDRE STRANDGATE 9,17011.3,11153.1,396.6,595.8,21947.3,312.7,3380.0,37164.8,372.0,15011.0,2630.6,549.4,46959.4,122658.8,128686.8,34635.9,3088.1,145447.8,39488.7,125802.2,0.0,44808.0,12279.0,83977.2,33907.4,25252.9,69869.8,60740.2,25189.9,128098.5,70924.7,62735.8,2890.4,19356.4,3064.6,6637.9,14877.9,34496.0,5244.4,11414.6,28955.1,13612.2,60725.3,625.5,46877.9,87533.4,125987.6,10909.6,128470.2,128213.7,14217.0,3196.5,143945.0,85153.2,65267.8,128286.4,126011.9,65364.8,17438.0,154009.1,58308.7,59646.7,36038.0,20618.8,44932.3,60430.2,941.4,31267.3,71425.7,29162.9,2484.8,3231.4,12092.3,5742.4,140955.2,5666.2,17036.8,25294.2,62378.9,125796.0,44801.4,199.1,53602.7,27126.1,562.2,11389.5,65120.4,127237.7,7307.3,11207.5,60522.6,146056.6,72339.4,8091.0,27771.6,128468.4,143981.7,84333.1,143941.5,69940.8,170945.4,1294.9,127922.9,4355.3,25204.9,149510.9,46183.2,698.7,78112.3,11058.3,862.6,591.3,33159.1,128669.0,30474.6,62391.1,17618.2,17149.6,70730.0,103326.9,63934.7,27777.0,12400.4,60948.0,53123.0,67026.6,43729.7,84350.7,40360.9,70640.4,9470.5,433.4,11278.6,16949.8,45572.0,65165.9,39246.8,28779.6,62221.0,125986.5,18887.7,84347.8,543.4,734.1,78084.5,66018.3,556.9,84373.6,84621.0,28646.2,36759.6,19405.7,19550.2,71009.8,1579.9,8984.7
Bunnpris Ulsteinvik,30942.1,34048.6,45202.2,45401.4,64193.4,45089.8,48441.1,60198.5,45265.0,32151.1,47691.7,44700.5,69993.2,79239.1,93251.7,10742.7,42540.3,102028.1,62819.9,90367.1,45095.5,0.0,54525.1,107308.4,56941.2,30534.5,32461.9,32735.6,48521.1,92663.3,33516.8,79875.9,42537.6,36496.5,42915.1,48884.0,32018.1,10680.9,40850.1,33959.0,46095.3,55858.3,32173.9,45003.9,69911.7,52098.3,90552.5,34958.3,93035.1,92778.6,56463.1,43046.9,100525.2,91444.0,88599.0,92851.2,90576.7,88398.6,59684.1,119360.6,81639.9,82680.5,59071.8,62864.9,549.0,32389.8,44226.3,54598.5,34017.8,46303.1,47545.8,42683.6,33884.4,41348.1,97535.5,39724.5,34177.0,30575.8,79519.0,90360.9,43.8,45042.1,10183.0,32407.7,45623.2,35268.6,88451.6,91802.6,38500.2,34264.5,32485.6,110621.5,28919.7,37403.7,33053.2,93033.3,100561.9,107664.3,100521.8,32532.9,135510.3,46355.9,92487.7,41449.5,48536.0,106091.2,453.3,44927.1,101146.1,53304.4,45091.0,45396.9,56490.3,93233.9,53805.7,79531.3,27494.0,59395.7,27310.3,67891.8,30344.7,33058.6,33718.0,78088.1,76156.8,90357.8,1695.6,107681.9,52439.2,33232.6,36237.9,45326.4,34261.1,59195.9,1098.6,88497.1,62578.0,54212.4,79361.2,90551.3,61133.8,107679.0,45349.0,45539.7,101118.3,89349.5,44581.2,107704.8,107952.2,51977.4,56178.1,61651.8,61796.3,33602.0,43908.8,36542.3
Bunnpris Valderøy,26462.3,20604.1,12317.2,12516.4,14275.4,12204.8,15556.1,39078.1,12380.0,24461.9,14806.7,11815.6,48872.7,132109.8,138137.7,44086.8,12539.1,154898.7,48939.7,135253.2,12210.5,54259.0,0.0,93428.1,35820.7,34703.9,79320.7,70191.1,34640.8,137549.4,80375.6,72186.7,12341.3,28807.3,12515.6,8551.2,24328.9,43947.0,14695.3,20865.5,38406.0,1337.9,70176.2,12118.9,48791.3,96984.3,135438.6,20360.6,137921.2,137664.7,6545.1,12647.4,153395.9,94604.1,74718.7,137737.3,135462.8,67278.1,9766.1,163460.1,67759.6,61560.0,37951.4,11699.2,54383.3,69881.1,11341.3,38171.3,80876.6,38613.9,14660.8,12682.4,21543.2,15193.3,150406.1,15117.2,26487.7,34745.2,71829.8,135247.0,54252.4,12157.1,63053.7,36577.0,12738.2,20840.4,74571.3,136688.7,16758.2,20658.5,69973.6,155507.6,81790.4,17541.9,37222.5,137919.4,153432.6,93784.0,153392.4,79391.7,180396.4,13470.9,137373.8,13806.2,34655.8,158961.9,55634.1,12042.1,80025.6,12971.6,12206.0,12511.9,42610.0,138120.0,37378.5,71842.1,27069.2,19063.0,80180.9,112777.9,73385.7,37228.0,21851.4,70398.9,55036.3,76477.5,53180.6,93801.7,49811.9,80091.4,18921.5,12441.4,20729.5,8030.2,55022.9,74616.8,48697.8,30692.9,71672.0,135437.4,9968.1,93798.8,12464.0,12654.7,79997.8,75469.3,11696.2,93824.5,94072.0,38097.1,46210.6,10486.1,10630.6,80460.7,11024.2,18435.6
Bunnpris Valldal,79310.6,74594.3,83983.4,84182.6,102974.6,83871.0,87222.3,68657.2,84046.2,77310.3,86472.9,83481.8,78451.8,142406.5,110718.3,96935.2,81321.5,165671.6,44756.3,107227.9,83876.7,107107.3,93306.3,0.0,65399.8,87552.3,105615.1,123039.5,59789.1,110130.0,104705.0,18976.8,81318.8,70431.2,81696.3,85045.2,74745.9,96795.3,79631.3,73903.8,52203.7,94639.5,123024.6,83785.1,78370.3,85903.7,107461.0,73739.5,110501.7,110245.3,95244.3,81828.1,164168.8,46577.2,67489.8,110317.9,107225.7,96857.2,98465.3,78142.7,25742.4,79420.0,67530.4,101646.1,107231.6,122729.5,83007.5,54642.6,104529.6,52039.2,86327.0,81464.8,73690.0,80129.3,161179.1,78914.8,72521.5,87593.5,18840.0,107283.2,107100.7,83823.3,115902.1,89425.4,84404.4,72622.6,67342.4,110026.2,78329.0,73506.9,122822.0,86919.9,134638.7,76593.9,90070.9,110500.0,164205.5,402.0,164165.4,105526.7,152733.7,85137.1,109954.4,80230.7,59804.0,169734.8,108482.5,83708.3,109604.7,80327.4,83872.2,84178.1,53334.7,110700.6,55789.4,18632.2,79917.5,73976.4,133029.3,74354.9,111871.8,90076.4,73796.3,20653.8,84615.4,52733.6,106029.0,419.7,102660.2,104826.4,75979.8,84107.6,73577.9,97977.1,107871.3,67387.9,44827.1,62671.0,19583.5,107043.7,99915.0,416.8,84130.2,84320.9,109576.9,68240.4,83362.4,442.5,690.0,56292.2,99058.9,100433.0,100577.5,104566.4,82690.0,76655.3
Bunnpris Vatne,28806.2,24089.9,33934.6,34133.8,45583.0,33822.2,37173.4,3518.5,33997.4,26805.9,36424.0,33432.9,13503.3,134453.7,140481.7,46430.8,30817.1,157242.7,20919.8,137764.6,33827.9,56602.9,35914.7,65408.2,0.0,37047.8,81664.7,72535.1,9071.2,139893.4,82719.6,65094.1,30814.4,27160.2,31191.9,28104.0,26672.8,46290.9,29126.9,23399.4,31313.5,37247.9,72520.2,33736.2,13421.8,99328.3,137949.9,23235.1,140265.1,140008.7,37852.7,31323.7,155739.9,87511.5,38452.2,140081.3,137974.2,31908.7,41073.7,135440.2,39739.8,26000.4,2391.8,44254.5,56727.2,72225.1,32958.7,10831.4,83220.6,31521.3,36278.2,30960.4,23185.6,29624.9,152750.1,28410.4,28831.7,37089.1,64737.2,137758.4,56596.3,33774.5,65397.7,38921.0,34355.6,22118.2,38304.8,139032.6,27824.6,23002.4,72317.6,144217.5,84134.3,26089.5,39566.5,140263.4,155776.6,65764.2,155736.4,81735.7,182907.7,35088.3,139717.8,29726.3,9086.2,161305.9,57978.1,33659.4,44656.1,23386.2,33823.3,34129.2,14590.2,140464.0,10038.7,64749.5,29413.1,17035.2,82524.9,115289.2,75729.6,39571.9,23291.9,63306.3,19666.9,48457.7,55524.6,65781.8,52155.8,82435.3,25475.4,34058.8,23073.5,40585.5,57366.9,38350.3,20677.9,5729.8,64579.4,137948.8,42523.4,65778.9,34081.4,34272.1,44628.4,38056.1,33313.6,65804.7,66052.1,13021.1,48554.5,43041.4,43185.9,82804.7,32641.6,26150.9
