,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
"Sjukehusveien 14, 6770 Nordfjordeid",7539.9,7665.7,8438.2,8466.7,9635.3,8427.9,8812.7,9169.2,8454.8,7579.4,8713.0,8383.3,9762.5,2045.9,81.2,5573.6,8236.1,3547.9,9375.1,2717.3,8434.6,4968.8,8999.4,8623.3,8961.4,7810.2,3024.3,3728.7,8490.1,59.6,3184.9,5639.1,8230.8,7820.3,8302.2,8662.9,7542.6,5570.4,8158.2,7650.4,7392.9,9190.0,3641.7,8421.6,9752.0,2427.8,2757.4,7732.4,51.3,14.5,9205.2,8282.9,3424.1,3867.6,10850.6,0.0,2755.9,10840.4,9250.7,4453.2,8758.6,10799.4,9152.2,9487.0,4986.2,3648.9,8336.2,8875.9,3183.8,7403.1,8658.6,8257.4,7639.3,8233.8,3195.9,8190.5,7659.1,7820.0,5587.3,2715.3,4968.1,8421.1,4725.1,7975.7,8477.1,7743.3,10839.6,201.3,8131.3,7662.2,3657.3,3942.3,5998.1,7978.1,8031.2,70.7,3429.3,8651.2,3435.4,3032.4,4910.0,8552.1,94.3,8225.5,8480.8,3822.1,4961.1,8411.5,11822.2,8966.8,8423.7,8457.1,9139.9,88.3,8795.8,5589.7,7202.5,9265.4,5835.9,2167.8,3435.3,8036.9,7613.8,5544.3,10056.0,11126.3,5044.2,8655.5,4881.8,3167.1,7862.2,8460.3,7672.1,9201.3,5017.1,10852.4,9359.8,8809.7,5675.7,2734.8,9383.7,8654.4,8451.4,8472.3,11794.4,10948.9,8395.3,8647.4,8685.5,8692.8,5148.1,9427.9,9456.4,3124.0,8315.0,7906.5
Isehaug kafeteria,7984.2,8110.0,8882.5,8911.0,10079.6,8872.2,9257.0,9463.2,8899.1,8023.7,9157.3,8827.6,10056.5,4698.4,2818.4,6094.5,8680.4,6200.4,9271.2,59.2,8878.9,5489.7,9443.7,7053.5,9255.4,8254.5,3481.4,4200.0,8784.1,2716.6,3406.7,4875.3,8675.1,7961.6,8746.5,9107.2,7986.9,6091.3,8602.5,8094.7,6629.1,9634.3,4091.0,8865.9,10046.0,2311.5,81.1,8176.7,2788.5,2739.5,9649.5,8727.2,6076.6,3103.8,10544.5,2759.5,0.0,11134.4,9695.0,1771.7,7994.8,11093.4,9446.2,9931.3,5507.1,4120.2,8780.5,8912.4,3405.6,6639.3,9102.9,8701.7,8083.6,8678.1,5848.4,8634.8,8085.8,8264.3,4823.5,51.2,5489.0,8865.4,5246.0,8420.0,8921.4,8187.6,10533.5,2768.2,8575.6,8106.5,4077.0,1260.8,6519.0,8422.4,8475.5,2778.1,6081.8,7081.4,6087.9,3468.7,3649.7,8996.4,2724.1,8669.8,8774.8,6474.6,5482.0,8855.8,12116.2,9411.1,8868.0,8901.4,9036.0,2825.5,9056.3,4825.9,7646.8,9709.7,6356.8,1404.0,3956.2,8481.2,8058.1,4780.5,10350.0,10552.7,5565.1,7085.7,5326.1,3422.4,8306.5,8904.6,8116.4,9645.6,5538.0,10546.3,9255.9,9103.7,4911.9,63.3,9828.0,7084.6,8895.7,8916.6,12088.4,10642.8,8839.6,7077.6,7115.7,8547.2,5592.4,9872.2,9900.7,3383.4,8759.3,8350.8
"Haramsøya, 6270 Brattvåg",3698.0,3333.2,3947.8,3976.3,4710.7,3937.5,4322.3,2160.0,3964.4,3528.1,4222.6,3892.9,1377.3,12949.2,11454.6,5719.9,3778.2,14403.8,3348.5,11093.8,3944.2,6442.4,4074.8,6158.1,1952.2,4234.6,7890.2,7279.2,2473.5,11352.8,8024.4,6710.3,3772.9,3607.7,3844.3,3610.8,3491.3,5709.8,3700.3,3269.2,4524.0,4265.4,7232.3,3931.2,1392.5,8971.7,11133.9,3274.5,11424.7,11375.7,4280.6,3825.0,14280.0,8015.2,4587.7,11395.7,11132.4,0.0,4326.1,10921.2,4589.3,3790.2,2143.0,4562.4,6463.9,7200.8,3845.8,2611.6,8049.7,4559.2,4168.2,3799.5,3268.0,3775.9,14051.8,3737.0,3607.8,4244.4,6658.5,11091.8,6441.7,3930.7,6985.0,4400.1,3986.7,3175.1,4576.7,11347.7,3730.8,3218.0,7207.7,11433.6,8258.0,3524.6,4455.6,11414.3,14285.2,6186.0,14291.3,7898.3,14648.0,4061.7,11360.3,3767.6,2464.2,14678.0,6512.4,3921.1,1064.1,3317.7,3933.3,3966.7,3113.3,11461.7,2531.5,6660.9,3619.5,2884.3,8095.8,9765.4,7486.7,4461.3,3269.3,6514.9,790.8,5099.7,6376.9,6190.3,5971.7,7989.0,3463.2,3969.9,3234.6,4276.7,6532.1,4589.5,3333.2,2258.5,6696.6,11111.3,4459.1,6189.2,3961.0,3981.9,1036.3,4608.2,3904.9,6182.2,6220.3,2704.0,5728.9,4503.3,4531.8,7989.9,3812.1,3545.2
Godøya post i butikk,2139.7,1665.3,1118.9,1147.4,451.0,1108.6,1493.4,2677.4,1135.5,1969.8,1393.7,1064.0,3270.7,11390.9,9896.3,4161.6,1090.9,12845.5,3371.1,9695.2,1115.3,4884.1,690.7,6180.7,2469.6,2676.3,6331.9,5720.9,2486.1,9794.5,6466.1,5640.6,1068.4,2210.7,1120.9,904.0,1933.0,4151.5,1229.4,1698.8,3454.3,881.3,5674.0,1102.3,3260.2,7413.4,9735.3,1671.5,9866.4,9817.4,629.1,1101.6,12721.7,6945.5,4846.6,9837.4,9733.8,4348.6,0.0,10943.8,4611.9,4307.6,2660.4,1207.4,4905.6,5642.5,1016.9,2659.4,6491.4,3489.5,1339.3,1112.2,1747.2,1305.0,12493.5,1268.1,2049.5,2686.1,5588.8,9693.2,4883.4,1101.8,5426.7,2841.8,1157.8,1693.8,4835.6,9789.4,1439.5,1659.7,5649.4,10920.2,6699.7,1398.7,2897.3,9856.0,12726.9,6208.6,12733.0,6340.0,13249.4,1232.8,9802.0,1228.2,2476.8,13119.7,4954.1,1092.2,5330.4,1207.9,1104.4,1137.8,3135.9,9903.4,2579.3,5591.2,2061.2,1506.5,6537.5,8366.8,5928.4,2903.0,1739.1,5445.2,3564.2,5122.3,4818.6,6212.9,4413.4,6430.7,1519.1,1141.0,1676.3,921.7,4973.8,4848.4,3355.8,2166.8,5626.9,9712.7,1104.1,6211.8,1132.1,1153.0,5302.6,4944.9,1076.0,6204.8,6242.9,2688.8,4170.6,1148.3,1176.8,6431.6,983.2,1495.2
Joker Hjelledalen,9678.7,9498.9,10146.0,10174.5,11343.1,10135.7,10520.5,9300.3,10162.6,9693.8,10420.8,10091.1,9893.6,6392.9,4512.9,7789.0,9943.9,7894.9,7672.7,1748.5,10142.4,7184.2,10707.2,5307.1,9092.5,9949.0,5175.9,5894.5,8651.6,4411.1,5101.2,6569.8,9938.6,9370.1,10010.0,10293.1,9648.4,7785.8,9866.0,9434.9,8323.6,10897.8,5785.5,10129.4,9883.1,4006.0,1800.1,9440.2,4483.0,4434.0,10913.0,9990.7,7771.1,4798.3,8927.9,4454.0,1762.6,10971.5,10958.5,0.0,6378.2,9687.6,9283.3,11194.8,7201.6,5814.7,10044.0,8354.5,5100.1,8333.8,10366.4,9965.2,9433.7,9941.6,7542.9,9902.7,9494.3,9958.8,6518.0,1761.5,7183.5,10128.9,6940.5,10114.5,10184.9,9340.8,8916.9,4462.7,9896.5,9383.7,5771.5,533.2,8213.5,9690.3,10170.0,4472.6,7776.3,5335.0,7782.4,5163.2,5344.2,10259.9,4418.6,9933.3,8642.3,8169.1,7176.5,10119.3,11953.3,10000.0,10131.5,10164.9,8448.3,4520.0,8498.4,6520.4,9341.3,9566.6,8051.3,3098.5,5650.7,10175.7,9435.0,6475.0,10187.1,8936.1,7259.6,5339.3,7020.6,5116.9,9628.9,10168.1,9400.3,10909.1,7232.5,8929.7,7680.1,8940.8,6606.4,1728.6,11091.5,5338.2,10159.2,10180.1,11925.5,9026.2,10103.1,5331.2,5369.3,8466.4,7286.9,11135.7,11164.2,5077.9,10022.8,9710.9
Joker Stordal,3500.3,3135.5,3782.6,3811.1,4979.7,3772.3,4157.1,2936.9,3799.2,3330.4,4057.4,3727.7,3530.2,10699.1,8819.1,5522.2,3580.5,12201.1,1309.3,7969.2,3779.0,6244.7,4343.8,1590.2,2729.1,4036.9,7692.5,7081.5,2288.2,8717.3,7826.7,3237.8,3575.2,3006.7,3646.6,3929.7,3285.0,5512.1,3502.6,3071.5,3923.0,4534.4,7034.6,3766.0,3519.7,7218.7,8009.3,3076.8,8789.2,8740.2,4549.6,3627.3,12077.3,4890.6,2564.5,8760.2,8007.8,4608.1,4595.1,6353.3,0.0,3324.2,2919.9,4831.4,6266.2,7003.1,3680.6,1991.1,7852.0,3958.2,4003.0,3601.8,3070.3,3578.2,11849.1,3539.3,3130.9,4046.7,3223.9,7967.2,6244.0,3765.5,6787.3,4202.4,3821.5,2977.4,2553.5,8768.9,3533.1,3020.3,7010.0,6865.7,8060.3,3326.9,4257.9,8778.8,12082.5,1618.1,12088.6,7700.6,11523.4,3896.5,8724.8,3569.9,2278.9,12475.3,6314.7,3755.9,5589.9,3636.6,3768.1,3801.5,2084.9,8826.2,2135.0,3188.4,3421.8,3203.2,7898.1,6640.8,7289.0,4263.6,3071.6,3440.8,3823.7,2572.7,6179.2,1622.4,5774.0,7791.3,3265.5,3804.7,3036.9,4545.7,6334.4,2566.3,1316.7,2577.4,3320.8,7986.7,4728.1,1621.3,3795.8,3816.7,5562.1,2662.8,3739.7,1614.3,1652.4,2103.0,5531.2,4772.3,4800.8,7792.2,3659.4,3347.5
Joker Tomrefjord,3687.8,3323.0,3937.6,3966.1,4700.5,3927.3,4312.1,1852.4,3954.2,3517.9,4212.4,3882.7,2729.6,12939.0,11444.4,5709.7,3768.0,14393.6,2298.9,11083.6,3934.0,6432.2,4064.6,4897.9,1922.3,4224.4,7880.0,7269.0,2463.3,11342.6,8014.2,6545.5,3762.7,3597.5,3834.1,3600.6,3481.1,5699.6,3690.1,3259.0,4513.8,4255.2,7222.1,3921.0,2719.1,8961.5,11123.7,3264.3,11414.5,11365.5,4270.4,3814.8,14269.8,8005.0,813.3,11385.5,11122.2,3807.5,4315.9,9661.0,3329.1,0.0,1735.9,4552.2,6453.7,7190.6,3835.6,2601.4,8039.5,4549.0,4158.0,3789.3,3257.8,3765.7,14041.6,3726.8,3597.6,4234.2,6531.6,11081.6,6431.5,3920.5,6974.8,4389.9,3976.5,3164.9,802.3,11337.5,3720.6,3207.8,7197.5,10173.4,8247.8,3514.4,4445.4,11404.1,14275.0,4925.8,14281.1,7888.1,14637.8,4051.5,11350.1,3757.4,2454.0,14667.8,6502.2,3910.9,4789.3,3307.5,3923.1,3956.5,3074.5,11451.5,2521.3,6496.1,3609.3,2874.1,8085.6,9755.2,7476.5,4451.1,3259.1,6504.7,3023.1,1661.3,6366.7,4930.1,5961.5,7978.8,3453.0,3959.7,3224.4,4266.5,6521.9,815.1,2306.3,2248.3,6628.5,11101.1,4448.9,4929.0,3950.8,3971.7,4761.5,833.8,3894.7,4922.0,4960.1,2693.8,5718.7,4493.1,4521.6,7979.7,3801.9,3535.0
Joker Vatne,2028.1,1663.3,2277.9,2306.4,3040.8,2267.6,2652.4,192.7,2294.5,1858.2,2552.7,2223.0,1069.9,11279.3,9784.7,4050.0,2108.3,12733.9,1678.6,9423.9,2274.3,4772.5,2404.9,4488.2,262.6,2564.7,6220.3,5609.3,803.6,9682.9,6354.5,5040.4,2103.0,1937.8,2174.4,1940.9,1821.4,4039.9,2030.4,1599.3,2854.1,2595.5,5562.4,2261.3,1059.4,7301.8,9464.0,1604.6,9754.8,9705.8,2610.7,2155.1,12610.1,6345.3,2533.8,9725.8,9462.5,2147.8,2656.2,9251.3,2919.4,1736.3,0.0,2892.5,4794.0,5530.9,2175.9,941.7,6379.8,2889.3,2498.3,2129.6,1598.1,2106.0,12381.9,2067.1,1937.9,2574.5,4988.6,9421.9,4771.8,2260.8,5315.1,2730.2,2316.8,1505.2,2522.8,9677.8,2060.9,1548.1,5537.8,9763.7,6588.1,1854.7,2785.7,9744.4,12615.3,4516.1,12621.4,6228.4,12978.1,2391.8,9690.4,2097.7,794.3,13008.1,4842.5,2251.2,3129.6,1647.8,2263.4,2296.8,1443.4,9791.8,861.6,4991.0,1949.6,1214.4,6425.9,8095.5,5816.8,2791.4,1599.4,4845.0,1363.4,3381.8,4707.0,4520.4,4301.8,6319.1,1793.3,2300.0,1564.7,2606.8,4862.2,2535.6,1663.3,588.6,5026.7,9441.4,2789.2,4519.3,2291.1,2312.0,3101.8,2554.3,2235.0,4512.3,4550.4,1034.1,4059.0,2833.4,2861.9,6320.0,2142.2,1875.3
Vigra post i butikk,2373.5,1899.1,1352.7,1381.2,1576.7,1342.4,1727.2,2911.2,1369.3,2203.6,1627.5,1297.8,3504.5,11624.7,10130.1,4395.4,1324.7,13079.3,3604.9,9929.0,1349.1,5117.9,870.8,6414.5,2703.4,2910.1,6565.7,5954.7,2719.9,10028.3,6699.9,5874.4,1302.2,2444.5,1354.7,1137.8,2166.8,4385.3,1463.2,1932.6,3688.1,815.2,5907.8,1336.1,3494.0,7647.2,9969.1,1905.3,10100.2,10051.2,1146.6,1335.4,12955.5,7179.3,5080.4,10071.2,9967.6,4582.4,1192.1,11177.6,4845.7,4541.4,2894.2,0.0,5139.4,5876.3,1250.7,2893.2,6725.2,3723.3,1573.1,1346.0,1981.0,1538.8,12727.3,1501.9,2283.3,2919.9,5822.6,9927.0,5117.2,1335.6,5660.5,3075.6,1391.6,1927.6,5069.4,10023.2,1673.3,1893.5,5883.2,11154.0,6933.5,1632.5,3131.1,10089.8,12960.7,6442.4,12966.8,6573.8,13483.2,1466.6,10035.8,1462.0,2710.6,13353.5,5187.9,1326.0,5564.2,1441.7,1338.2,1371.6,3369.7,10137.2,2813.1,5825.0,2295.0,1740.3,6771.3,8600.6,6162.2,3136.8,1972.9,5679.0,3798.0,5356.1,5052.4,6446.7,4647.2,6664.5,1752.9,1374.8,1910.1,284.4,5207.6,5082.2,3589.6,2400.6,5860.7,9946.5,271.1,6445.6,1365.9,1386.8,5536.4,5178.7,1309.8,6438.6,6476.7,2922.6,4404.4,388.6,417.1,6665.4,1217.0,1729.0
"Ulsteinvik, 6065 Ulsteinvik",3228.0,3353.8,4126.3,4154.8,5323.4,4116.0,4500.8,4857.3,4142.9,3267.5,4401.1,4071.4,5450.6,6715.7,5674.8,830.1,3924.2,8170.3,5063.2,5473.7,4122.7,86.8,4687.5,7872.8,4649.5,3237.3,2047.0,2166.9,4178.2,5573.0,2181.2,6938.3,3918.9,3508.4,3990.3,4351.0,3230.7,826.9,3846.3,3338.5,4752.0,4878.1,2079.9,4109.7,5440.1,3191.9,5513.8,3420.5,5644.9,5595.9,4893.3,3971.0,8046.5,5529.2,6538.7,5615.9,5512.3,6528.5,4938.8,7209.6,6304.0,6487.5,4840.3,5175.1,0.0,2087.1,4024.3,4564.0,2206.5,4787.2,4346.7,3945.5,3327.4,3921.9,7818.3,3878.6,3347.2,3247.1,6886.5,5471.7,86.1,4109.2,751.5,3402.8,4165.2,3431.4,6527.7,5567.9,3819.4,3350.3,2095.5,6698.7,2024.5,3666.2,3458.3,5634.5,8051.7,7900.7,8057.8,2055.1,9027.9,4240.2,5580.5,3913.6,4168.9,8444.5,98.7,4099.6,7510.3,4654.9,4111.8,4145.2,4828.0,5681.9,4483.9,6888.9,2890.6,4953.5,1862.3,4145.3,1882.4,3464.0,3301.9,6742.9,5744.1,6814.4,173.7,7905.0,3320.0,2145.8,3550.3,4148.4,3360.2,4889.4,68.2,6540.5,5047.9,4497.8,6924.6,5491.2,5071.8,7903.9,4139.5,4160.4,7482.5,6637.0,4083.4,7896.9,7935.0,4380.9,3586.3,5116.0,5144.5,2146.7,4003.1,3594.6
Kiwi Meieribygget Ørsta,3906.3,4032.1,4804.6,4833.1,6001.7,4794.3,5179.1,5535.6,4821.2,3945.8,5079.4,4749.7,6128.9,6114.9,4291.6,2661.3,4602.5,7616.9,5741.5,4090.5,4801.0,2056.5,5365.8,8551.1,5327.8,4176.6,708.3,112.2,4856.5,4189.8,842.5,5917.5,4597.2,4186.7,4668.6,5029.3,3909.0,2658.1,4524.6,4016.8,4240.3,5556.4,50.4,4788.0,6118.4,1808.7,4130.6,4098.8,4261.7,4212.7,5571.6,4649.3,7493.1,4146.0,7217.0,4232.7,4129.1,7206.8,5617.1,5826.4,6982.3,7165.8,5518.6,5853.4,2073.9,0.0,4702.6,5242.3,867.8,4250.5,5025.0,4623.8,4005.7,4600.2,7264.9,4556.9,4025.5,4186.4,5865.7,4088.5,2055.8,4787.5,1812.8,4342.1,4843.5,4109.7,7206.0,4184.7,4497.7,4028.6,44.7,5315.5,3085.8,4344.5,4397.6,4251.3,7498.3,8579.0,7504.4,716.4,7644.7,4918.5,4197.3,4591.9,4847.2,7891.1,2048.8,4777.9,8188.6,5333.2,4790.1,4823.5,5506.3,4298.7,5162.2,5868.1,3568.9,5631.8,2923.6,2762.1,304.8,4403.3,3980.2,5822.7,6422.4,7492.7,2131.9,8583.3,1248.2,807.1,4228.6,4826.7,4038.5,5567.7,2104.8,7218.8,5726.2,5176.1,5954.1,4108.0,5750.1,8582.2,4817.8,4838.7,8160.8,7315.3,4761.7,8575.2,8613.3,5059.2,1514.5,5794.3,5822.8,808.0,4681.4,4272.9
SUNDGATA 8,1215.5,741.1,113.3,141.8,1406.2,103.0,487.8,2207.2,129.9,1045.6,388.1,58.4,2800.5,10466.7,8972.1,3237.4,166.7,11921.3,2446.9,8771.0,109.7,3959.9,770.3,5256.5,1999.4,1752.1,5407.7,4796.7,1561.9,8870.3,5541.9,4716.4,144.2,1286.5,196.7,433.8,1008.8,3227.3,305.2,774.6,2530.1,960.9,4749.8,95.6,2790.0,6489.2,8811.1,747.3,8942.2,8893.2,976.1,177.4,11797.5,6021.3,3922.4,8913.2,8809.6,3878.4,1021.6,10019.6,3687.7,3837.4,2190.2,1257.9,3981.4,4718.3,0.0,1947.7,5567.2,2565.3,333.7,188.0,823.0,380.8,11569.3,343.9,1125.3,1761.9,4664.6,8769.0,3959.2,96.2,4502.5,1917.6,152.2,769.6,3911.4,8865.2,515.3,735.5,4725.2,9996.0,5775.5,474.5,1973.1,8931.8,11802.7,5284.4,11808.8,5415.8,12325.2,227.2,8877.8,304.0,1552.6,12195.5,4029.9,85.5,4860.2,737.7,97.7,132.2,2211.7,8979.2,1867.6,4667.0,1137.0,1036.3,5613.3,7442.6,5004.2,1978.8,814.9,4521.0,3094.0,4198.1,3894.4,5288.7,3489.2,5506.5,594.9,135.4,752.1,972.2,4049.6,3924.2,2431.6,1696.6,4702.7,8788.5,1154.6,5287.6,126.5,147.4,4832.4,4020.7,70.4,5280.6,5318.7,1764.6,3246.4,1198.8,1227.3,5507.4,64.6,571.0
Kiwi Skodje,1747.3,1382.5,2029.6,2058.1,3058.8,2019.3,2404.1,966.1,2046.2,1577.4,2304.4,1974.7,1559.4,10998.5,9503.9,3769.2,1827.5,12453.1,751.4,8882.5,2026.0,4491.7,2422.9,3561.0,758.3,2283.9,5939.5,5328.5,522.8,9402.1,6073.7,4499.0,1822.2,1396.4,1893.6,1958.9,1540.6,3759.1,1749.6,1318.5,2312.7,2613.5,5281.6,2013.0,1548.9,7021.0,8922.6,1323.8,9474.0,9425.0,2628.7,1874.3,12329.3,5803.9,2226.9,9445.0,8921.1,2637.3,2674.2,8324.1,1992.2,2596.3,949.1,2910.5,4513.2,5250.1,1927.6,0.0,6099.0,2347.9,2250.0,1848.8,1317.3,1825.2,12101.1,1786.3,1520.6,2293.7,4447.2,8880.5,4491.0,2012.5,5034.3,2449.4,2068.5,1224.4,2215.9,9397.0,1780.1,1267.3,5257.0,8836.5,6307.3,1573.9,2504.9,9463.6,12334.5,3588.9,12340.6,5947.6,12436.7,2143.5,9409.6,1816.9,513.5,12727.3,4561.7,2002.9,3619.1,1665.8,2015.1,2048.5,516.2,9511.0,164.2,4449.6,1668.8,1232.4,6145.1,7554.1,5536.0,2510.6,1318.6,4303.6,1852.9,2502.6,4426.2,3593.2,4021.0,6038.3,1512.5,2051.7,1283.9,2624.8,4581.4,2228.7,736.1,606.6,4485.3,8900.0,2807.2,3592.1,2042.8,2063.7,3591.3,2325.2,1986.7,3585.1,3623.2,492.7,3778.2,2851.4,2879.9,6039.2,1906.4,1594.5
Kiwi Volda,4770.3,4896.1,5668.6,5697.1,6865.7,5658.3,6043.1,6399.6,5685.2,4809.8,5943.4,5613.7,6992.9,5413.5,3590.2,2804.0,5466.5,6915.5,6605.5,3389.1,5665.0,2199.2,6229.8,8200.3,6191.8,5040.6,190.9,959.1,5720.5,3488.4,116.2,5216.1,5461.2,5050.7,5532.6,5893.3,4773.0,2800.8,5388.6,4880.8,5104.3,6420.4,872.1,5652.0,6982.4,1107.3,3429.2,4962.8,3560.3,3511.3,6435.6,5513.3,6791.7,3444.6,8081.0,3531.3,3427.7,8070.8,6481.1,5125.0,7846.3,8029.8,6382.6,6717.4,2216.6,879.3,5566.6,6106.3,0.0,5114.5,5889.0,5487.8,4869.7,5464.2,6563.5,5420.9,4889.5,5050.4,5164.3,3387.1,2198.5,5651.5,1955.5,5206.1,5707.5,4973.7,8070.0,3483.3,5361.7,4892.6,887.7,4614.1,3228.5,5208.5,5261.6,3549.9,6796.9,8228.2,6803.0,178.2,6943.3,5782.5,3495.9,5455.9,5711.2,7189.7,2191.5,5641.9,9052.6,6197.2,5654.1,5687.5,6370.3,3597.3,6026.2,5166.7,4432.9,6495.8,3066.3,2060.7,665.7,5267.3,4844.2,5121.3,7286.4,8356.7,2274.6,8232.5,2112.2,131.9,5092.6,5690.7,4902.5,6431.7,2247.5,8082.8,6590.2,6040.1,5252.7,3406.6,6614.1,8231.4,5681.8,5702.7,9024.8,8179.3,5625.7,8224.4,8262.5,5923.2,2378.5,6658.3,6686.8,92.9,5545.4,5136.9
Kiwi Sykkylven,1994.8,1890.1,2662.6,2691.1,3859.7,2652.3,3037.1,2896.6,2679.2,1751.3,2937.4,2607.7,3489.9,9344.7,7464.7,4016.7,2460.5,10846.7,2704.6,6614.8,2659.0,4739.2,3223.8,5215.5,2688.8,2531.4,4941.8,4330.8,2217.5,7362.9,5076.0,2231.3,2455.2,1395.0,2526.6,2887.3,1673.3,4006.6,2382.6,1874.8,31.9,3414.4,4283.9,2646.0,3479.4,5864.3,6654.9,1956.8,7434.8,7385.8,3429.6,2507.3,10722.9,3536.2,4180.1,7405.8,6653.4,4567.8,3475.1,8350.7,3945.4,4526.8,2879.6,3711.4,4760.7,4252.4,2560.6,2345.8,5101.3,0.0,2883.0,2481.8,1863.7,2458.2,10494.7,2414.9,1519.2,2541.2,2179.5,6612.8,4738.5,2645.5,5281.8,2696.9,2701.5,1967.7,4169.1,7414.5,2355.7,1886.6,4259.3,7839.8,6554.8,2202.5,2752.4,7424.4,10728.1,5243.4,10734.2,4949.9,10169.0,2776.5,7370.4,2449.9,2208.2,11120.9,4809.2,2635.9,5549.6,3191.2,2648.1,2681.5,2469.4,7471.8,2489.7,2181.9,1916.3,3162.9,6392.6,5286.4,4538.3,2758.1,1838.2,2035.9,3783.4,4455.8,4673.7,5247.7,3023.3,5040.6,2086.6,2684.7,1896.5,3425.7,4828.9,4181.9,2689.3,2537.1,2217.6,6632.3,3608.1,5246.6,2675.8,2696.7,5521.8,4278.4,2619.7,5239.6,5277.7,1980.6,2780.5,3652.3,3680.8,5041.5,2539.4,2130.9
