,Depot,"Rådhusplassen 1, 6002 Ålesund",Joker Geiranger,"Geiranger, 6216 Geiranger","Langsten, 6264 Tennfjord",Anno,"Ålesund, 6002 Ålesund",Atlanterhavsparken,"Borgundvegen 340, 6015 Ålesund","Borgundvegen 92, 6008 Ålesund",Bunnpris Brattvåg,BROGATA 1,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Valderhaug, 6050 Valderøya","Hovdebygda, 6160 Hovdebygda","Haramsøya, 6270 Brattvåg","Spjelkavik, 6010 Ålesund",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Larsnes,Joker Loen,Joker Stordal,Joker Sæbø,Joker Tomrefjord,Joker,Joker Vatne,Vigra post i butikk,Joker Åheim,Joker Åram,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Meny Fosnavåg,LERSTADVEGEN 291,"Ulsteinvik, 6065 Ulsteinvik","Ålesund, 6008 Ålesund",Rabbevågen barnehage,"Storgata 16, 6002 Ålesund",Solsikka barnehage,SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,Esso Spjelkavik,"Ålesund lufthavn, 6040 Vigra",St1 Vegsund,St1 Vestnes,St1 Ørsta,"Vigra, 6040 Vigra",Sunde barnehage,Tennfjord barnehage,"Torvmyrane, 6010 Ålesund","Valldal, 6210 Valldal","Fosnavåg, 6090 Fosnavåg","Parkvegen 35, 6003 Ålesund"
SUNDGATA 8,1215.5,118.0,7287.3,7305.8,2647.4,103.0,129.9,487.8,362.7,193.3,2800.5,234.8,10466.7,8972.1,3237.4,2597.1,2001.6,166.7,11921.3,9899.9,2446.9,96.7,861.7,11212.9,3035.2,8771.0,109.7,3959.9,770.3,5256.5,1999.4,1752.1,5407.7,4796.7,1561.9,1008.8,3227.3,305.2,774.6,2530.1,960.9,4749.8,95.6,2790.0,976.1,4989.6,3878.4,741.1,6383.3,3233.9,11694.8,1021.6,5206.1,6021.3,5541.4,9439.8,3687.7,6369.3,3837.4,11402.5,2190.2,1257.9,9588.6,8683.6,4718.3,5541.9,0.0,1947.7,5567.2,2565.3,333.7,188.0,823.0,11569.3,380.8,343.9,1125.3,196.7,1761.9,4664.6,8769.0,3959.2,388.1,96.2,4502.5,1917.6,152.2,769.6,3911.4,8865.2,515.3,735.5,4725.2,5775.5,474.5,3981.4,144.2,1058.7,97.7,8602.2,1137.0,1036.3,8589.5,5613.3,7442.6,5004.2,1978.8,12203.6,814.9,4100.7,4521.0,3094.0,4198.1,3894.4,5288.7,3489.2,5506.5,594.9,789.5,972.2,945.6,3924.2,4767.1,1154.6,1290.2,2017.2,737.7,5284.4,5626.6,229.9
Kiwi Skodje,1747.3,2034.3,5591.8,5610.3,1406.3,2019.3,2046.2,2404.1,1815.9,1854.1,1559.4,2151.1,10998.5,9503.9,3769.2,2379.7,2533.4,1827.5,12453.1,10011.4,751.4,2022.5,1356.0,11744.7,2817.8,8882.5,2026.0,4491.7,2422.9,3561.0,758.3,2283.9,5939.5,5328.5,522.8,1540.6,3759.1,1749.6,1318.5,2312.7,2613.5,5281.6,2013.0,1548.9,2628.7,5521.4,2637.3,1382.5,6915.1,1992.8,12226.6,2674.2,5737.9,5803.9,6073.2,9551.3,1992.2,6901.1,2596.3,11514.0,949.1,2910.5,10120.4,9215.4,5250.1,6073.7,1927.6,0.0,6099.0,2347.9,2250.0,1848.8,1317.3,12101.1,1825.2,1786.3,1520.6,1893.6,2293.7,4447.2,8880.5,4491.0,2304.4,2012.5,5034.3,2449.4,2068.5,1224.4,2215.9,9397.0,1780.1,1267.3,5257.0,6307.3,1573.9,4513.2,1822.2,1590.5,2015.1,9134.0,1668.8,1232.4,9121.3,6145.1,7554.1,5536.0,2510.6,12735.4,1318.6,4632.5,4303.6,1852.9,2502.6,4426.2,3593.2,4021.0,6038.3,1512.5,1269.6,2624.8,1477.4,2228.7,5298.9,2807.2,1822.0,776.1,1665.8,3588.9,6158.4,1907.9
Kiwi Volda,4770.3,5673.3,7908.9,7927.4,6839.8,5658.3,5685.2,6043.1,5454.9,5493.1,6992.9,5790.1,5413.5,3590.2,2804.0,5096.3,5290.1,5466.5,6915.5,4518.0,6605.5,5661.5,4892.4,7015.4,5460.9,3389.1,5665.0,2199.2,6229.8,8200.3,6191.8,5040.6,190.9,959.1,5720.5,4773.0,2800.8,5388.6,4880.8,5104.3,6420.4,872.1,5652.0,6982.4,6435.6,651.1,8070.8,4896.1,1616.7,7426.3,6689.0,6481.1,2659.1,3444.6,2994.4,4057.9,7846.3,1602.7,8029.8,6020.6,6382.6,6717.4,5391.1,5265.6,879.3,116.2,5566.6,6106.3,0.0,5114.5,5889.0,5487.8,4869.7,6563.5,5464.2,5420.9,4889.5,5532.6,5050.4,5164.3,3387.1,2198.5,5943.4,5651.5,1955.5,5206.1,5707.5,4973.7,8070.0,3483.3,5361.7,4892.6,887.7,3228.5,5208.5,2216.6,5461.2,4729.4,5654.1,4404.7,4432.9,6495.8,4392.0,3066.3,2060.7,665.7,5267.3,7197.8,4844.2,2066.3,5121.3,7286.4,8356.7,2274.6,8232.5,2112.2,131.9,5092.6,4911.1,6431.7,4709.8,8082.8,862.8,6614.1,4405.6,6209.6,6197.2,8228.2,3079.6,5546.9
Kiwi Sykkylven,1994.8,2667.3,7246.3,7264.8,3336.8,2652.3,2679.2,3037.1,2448.9,2487.1,3489.9,2784.1,9344.7,7464.7,4016.7,73.3,2780.9,2460.5,10846.7,7743.7,2704.6,2655.5,1886.4,11689.8,550.1,6614.8,2659.0,4739.2,3223.8,5215.5,2688.8,2531.4,4941.8,4330.8,2217.5,1673.3,4006.6,2382.6,1874.8,31.9,3414.4,4283.9,2646.0,3479.4,3429.6,4523.7,4567.8,1890.1,5917.4,3923.3,10620.2,3475.1,5985.4,3536.2,6320.7,7283.6,3945.4,5903.4,4526.8,9246.3,2879.6,3711.4,10065.5,9462.9,4252.4,5076.0,2560.6,2345.8,5101.3,0.0,2883.0,2481.8,1863.7,10494.7,2458.2,2414.9,1519.2,2526.6,2541.2,2179.5,6612.8,4738.5,2937.4,2645.5,5281.8,2696.9,2701.5,1967.7,4169.1,7414.5,2355.7,1886.6,4259.3,6554.8,2202.5,4760.7,2455.2,1838.0,2648.1,9079.1,1916.3,3162.9,9066.4,6392.6,5286.4,4538.3,2758.1,11129.0,1838.2,4880.0,2035.9,3783.4,4455.8,4673.7,5247.7,3023.3,5040.6,2086.6,1905.1,3425.7,1674.1,4181.9,4301.2,3608.1,2069.5,2706.6,3191.2,5243.4,6405.9,2540.9
SKARBØVIKGATA 25,1527.2,313.6,7599.0,7617.5,2959.1,236.8,240.8,234.5,674.4,505.0,3112.2,116.3,10778.4,9283.8,3549.1,2908.8,2313.3,478.4,12233.0,10211.6,2758.6,301.8,1173.4,11524.6,3346.9,9082.7,238.5,4271.6,1082.0,5568.2,2311.1,2063.8,5719.4,5108.4,1873.6,1320.5,3539.0,616.9,1086.3,2841.8,1272.6,5061.5,302.6,3101.7,1287.8,5301.3,4190.1,1052.8,6695.0,3545.6,12006.5,1333.3,5517.8,6333.0,5853.1,9751.5,3999.4,6681.0,4149.1,11714.2,2501.9,1569.6,9900.3,8995.3,5030.0,5853.6,334.3,2259.4,5878.9,2877.0,0.0,499.7,1134.7,11881.0,692.5,655.6,1437.0,508.4,2073.6,4976.3,9080.7,4270.9,134.8,252.9,4814.2,2229.3,180.8,1081.3,4223.1,9176.9,827.0,1047.2,5036.9,6087.2,786.2,4293.1,455.9,1370.4,325.8,8913.9,1448.7,1348.0,8901.2,5925.0,7754.3,5315.9,2290.5,12515.3,1126.6,4412.4,4832.7,3405.7,4509.8,4206.1,5600.4,3800.9,5818.2,906.6,1101.2,1283.9,1257.3,4235.9,5078.8,1466.3,1601.9,2328.9,1049.4,5596.1,5938.3,541.6
NØRVEGATA 23,1148.7,270.3,7220.5,7239.0,2614.4,255.3,282.2,640.1,205.4,36.0,2767.5,387.1,10399.9,8905.3,3170.6,2530.3,1934.8,43.6,11854.5,9833.1,2380.1,258.5,794.9,11146.1,2968.4,8704.2,262.0,3893.1,826.8,5189.7,1966.4,1685.3,5340.9,4729.9,1495.1,942.0,3160.5,202.1,707.8,2463.3,1017.4,4683.0,249.0,2757.0,1032.6,4922.8,3845.4,674.3,6316.5,3200.9,11628.0,1078.1,5139.3,5954.5,5474.6,9373.0,3620.9,6302.5,3804.4,11335.7,2157.2,1314.4,9521.8,8616.8,4651.5,5475.1,163.6,1880.9,5500.4,2498.5,486.0,0.0,756.2,11502.5,236.5,274.4,1058.5,122.6,1695.1,4597.8,8702.2,3892.4,540.4,248.5,4435.7,1850.8,304.5,702.8,3844.6,8798.4,445.8,668.7,4658.4,5708.7,407.7,3914.6,51.2,991.9,251.1,8535.4,1070.2,1092.8,8522.7,5546.5,7375.8,4937.4,1912.0,12136.8,748.1,4033.9,4454.2,3061.0,4131.3,3827.6,5221.9,3422.4,5439.7,528.1,722.7,1028.7,878.8,3857.4,4700.3,1211.1,1223.4,1984.2,794.2,5217.6,5559.8,136.9
SPJELKAVIKVEGEN 42,512.7,931.4,6650.0,6668.5,2043.9,916.4,943.3,1301.2,713.0,751.2,2197.0,1048.2,9763.9,8269.3,2534.6,1894.3,1298.8,724.6,11218.5,9197.1,1809.6,919.6,59.8,10510.1,2332.4,8068.2,923.1,3257.1,1487.9,4619.2,1395.9,1049.3,4704.9,4093.9,924.6,306.0,2524.5,646.7,139.2,1827.3,1678.5,4047.0,910.1,2186.5,1693.7,4286.8,3274.9,158.1,5680.5,2630.4,10992.0,1739.2,4503.3,5318.5,4838.6,8737.0,3050.4,5666.5,3233.9,10699.7,1586.7,1975.5,8885.8,7980.8,4015.5,4839.1,824.7,1310.4,4864.4,1862.5,1147.1,745.9,0.0,10866.5,722.3,660.0,422.5,790.7,1059.1,3961.8,8066.2,3256.4,1201.5,909.6,3799.7,1214.8,965.6,160.5,3274.1,8162.4,600.8,116.7,4022.4,5072.7,447.6,3278.6,719.3,355.9,912.2,7899.4,434.2,1753.9,7886.7,4910.5,6739.8,4301.4,1276.0,11500.8,22.4,3397.9,3818.2,2490.5,3560.8,3191.6,4651.4,2786.4,4803.7,354.6,72.0,1689.8,242.8,3286.9,4064.3,1872.2,587.4,1413.7,1455.3,4647.1,4923.8,805.0
Kiwi Deknepollen,10558.5,11461.5,10332.5,10351.0,12628.0,11446.5,11473.4,11831.3,11243.1,11281.3,12781.1,11578.3,1153.5,3138.8,8409.2,10480.3,11078.3,11254.7,402.2,6941.6,12393.7,11449.7,10680.6,3588.8,9965.2,5812.7,11453.2,7804.4,12018.0,11718.7,11980.0,10828.8,6042.9,6747.3,11508.7,10561.2,8406.0,11176.8,10669.0,10488.3,12208.6,6660.3,11440.2,12770.6,12223.8,6439.3,13859.0,10684.3,7356.4,13214.5,818.3,12269.3,6416.6,6963.0,6061.4,6481.5,11854.0,7342.4,13818.0,7536.7,12170.8,12505.6,2017.8,4207.7,6667.5,6203.5,11354.8,11894.5,6202.4,10498.5,11677.2,11276.0,10657.9,0.0,11252.4,11209.1,10677.7,11320.8,10838.6,8682.7,5810.7,7803.7,11731.6,11439.7,7175.9,10994.3,11495.7,10761.9,13858.2,3166.4,11149.9,10680.8,6675.9,8448.9,10996.7,7821.8,11249.4,10517.6,11442.3,3243.9,10221.1,12284.0,3231.2,8286.7,5263.2,6453.9,11055.5,684.5,10632.4,7671.5,8639.7,13074.6,14144.9,7879.8,11750.9,7900.4,6185.7,10880.8,10699.3,12219.9,10498.0,13871.0,6651.0,12402.3,10193.8,11997.8,11985.4,11746.6,8300.0,11335.1
"Eggesbønes, 6008 Ålesund",1120.2,450.4,7192.0,7210.5,2585.9,435.4,462.3,820.2,188.0,229.2,2739.0,567.2,10371.4,8876.8,3142.1,2501.8,1906.3,243.6,11826.0,9804.6,2351.6,438.6,766.4,11117.6,2939.9,8675.7,442.1,3864.6,1006.9,5161.2,1937.9,1656.8,5312.4,4701.4,1466.6,913.5,3132.0,157.0,679.3,2434.8,1197.5,4654.5,429.1,2728.5,1212.7,4894.3,3816.9,645.8,6288.0,3172.4,11599.5,1258.2,5110.8,5926.0,5446.1,9344.5,3592.4,6274.0,3775.9,11307.2,2128.7,1494.5,9493.3,8588.3,4623.0,5446.6,343.7,1852.4,5471.9,2470.0,666.1,232.2,727.7,11474.0,0.0,218.6,1030.0,309.7,1666.6,4569.3,8673.7,3863.9,720.5,428.6,4407.2,1822.3,484.6,674.3,3816.1,8769.9,390.0,640.2,4629.9,5680.2,379.2,3886.1,238.3,963.4,431.2,8506.9,1041.7,1272.9,8494.2,5518.0,7347.3,4908.9,1883.5,12108.3,719.6,4005.4,4425.7,3032.5,4102.8,3799.1,5193.4,3393.9,5411.2,499.6,694.2,1208.8,850.3,3828.9,4671.8,1391.2,1194.9,1955.7,974.3,5189.1,5531.3,324.0
NEDRE KLOKKERSUNDVEGEN 2,1050.8,458.0,7134.9,7153.4,2528.8,443.0,469.9,827.8,204.4,277.2,2681.9,574.8,10302.0,8807.4,3072.7,2432.4,1836.9,251.2,11756.6,9735.2,2294.5,446.2,698.4,11048.2,2870.5,8606.3,449.7,3795.2,1014.5,5104.1,1880.8,1587.4,5243.0,4632.0,1409.5,844.1,3062.6,138.1,599.2,2365.4,1205.1,4585.1,436.7,2671.4,1220.3,4824.9,3759.8,565.7,6218.6,3115.3,11530.1,1265.8,5041.4,5856.6,5376.7,9275.1,3535.3,6204.6,3718.8,11237.8,2071.6,1502.1,9423.9,8518.9,4553.6,5377.2,351.3,1795.3,5402.5,2400.6,673.7,272.5,670.6,11404.6,230.7,0.0,960.6,317.3,1597.2,4499.9,8604.3,3794.5,728.1,436.2,4337.8,1752.9,492.2,617.2,3759.0,8700.5,233.7,583.1,4560.5,5610.8,275.6,3816.7,245.9,894.0,438.8,8437.5,972.3,1280.5,8424.8,5448.6,7277.9,4839.5,1814.1,12038.9,650.2,3936.0,4356.3,2975.4,4045.7,3729.7,5136.3,3324.5,5341.8,419.5,637.1,1216.4,780.9,3771.8,4602.4,1398.8,1125.5,1898.6,981.9,5132.0,5461.9,331.6
FLISNESVEGEN 1,546.9,1219.4,6716.3,6734.8,2385.9,1204.4,1231.3,1589.2,1001.0,1039.2,2539.0,1336.2,9798.1,8303.5,2568.8,1537.6,1333.0,1012.6,11252.7,9169.3,1875.9,1207.6,438.5,10544.3,1975.7,8040.4,1211.1,3291.3,1775.9,4685.5,1737.9,1083.5,4739.1,4128.1,1266.6,225.4,2558.7,934.7,426.9,1470.6,1966.5,4081.2,1198.1,2528.5,1981.7,4321.0,3616.9,442.2,5714.7,2972.4,11026.2,2027.2,4537.5,4961.8,4872.8,8709.2,3116.7,5700.7,3575.9,10671.9,1928.7,2263.5,8920.0,8015.0,4049.7,4873.3,1112.7,1517.1,4898.6,1505.8,1435.1,1033.9,415.8,10900.7,1010.3,967.0,0.0,1078.7,1093.3,3605.1,8038.4,3290.6,1489.5,1197.6,3833.9,1249.0,1253.6,519.8,3340.4,8196.6,907.8,438.7,4056.6,5106.9,754.6,3312.8,1007.3,390.1,1200.2,7933.6,468.4,2041.9,7920.9,4944.7,6712.0,4335.6,1310.2,11535.0,390.3,3432.1,3461.5,2832.5,3627.1,3225.8,4717.7,2820.6,4837.9,638.7,457.2,1977.8,226.2,3353.2,4098.5,2160.2,621.6,1755.7,1743.3,4713.4,4958.0,1093.0
"Kverve, 6008 Ålesund",1158.0,319.6,7229.8,7248.3,2623.7,304.6,331.5,689.4,303.4,134.0,2776.8,436.4,10409.2,8914.6,3179.9,2539.6,1944.1,107.4,11863.8,9842.4,2389.4,307.8,804.2,11155.4,2977.7,8713.5,311.3,3902.4,876.1,5199.0,1975.7,1694.6,5350.2,4739.2,1504.4,951.3,3169.8,247.7,717.1,2472.6,1066.7,4692.3,298.3,2766.3,1081.9,4932.1,3854.7,683.6,6325.8,3210.2,11637.3,1127.4,5148.6,5963.8,5483.9,9382.3,3630.2,6311.8,3813.7,11345.0,2166.5,1363.7,9531.1,8626.1,4660.8,5484.4,212.9,1890.2,5509.7,2507.8,535.3,128.7,765.5,11511.8,323.3,286.4,1067.8,0.0,1704.4,4607.1,8711.5,3901.7,589.7,297.8,4445.0,1860.1,353.8,712.1,3853.9,8807.7,457.8,678.0,4667.7,5718.0,417.0,3923.9,84.9,1001.2,300.4,8544.7,1079.5,1142.1,8532.0,5555.8,7385.1,4946.7,1921.3,12146.1,757.4,4043.2,4463.5,3070.3,4140.6,3836.9,5231.2,3431.7,5449.0,537.4,732.0,1078.0,888.1,3866.7,4709.6,1260.4,1232.7,1993.5,843.5,5226.9,5569.1,170.6
"Fiskarstrand, 6037 Eidsnes",971.4,1874.4,7647.0,7665.5,3040.9,1859.4,1886.3,2244.2,1656.0,1694.2,3194.0,1991.2,9684.6,8449.9,2455.3,2562.4,282.3,1667.6,11139.2,9377.7,2806.6,1862.6,1093.5,10430.8,3000.5,8248.8,1866.1,3177.8,2430.9,5616.2,2392.9,9.8,4885.5,4274.5,1921.6,974.1,2445.2,1589.7,1081.9,2495.4,2621.5,4227.6,1853.1,3183.5,2636.7,4467.4,4271.9,1097.2,5861.1,3627.4,10912.7,2682.2,4424.0,5986.6,4759.3,8917.6,4047.4,5847.1,4230.9,10880.3,2583.7,2918.5,8806.5,7901.5,4196.1,5019.7,1767.7,2307.4,5045.0,2530.6,2090.1,1688.9,1070.8,10787.2,1665.3,1622.0,1090.6,1733.7,0.0,4629.9,8246.8,3177.1,2144.5,1852.6,3720.4,198.3,1908.6,1174.8,4271.1,8343.0,1562.8,1093.7,4203.0,4993.4,1409.6,3199.3,1662.3,930.5,1855.2,7820.1,634.0,2696.9,7807.4,4831.2,6920.4,4482.0,259.5,11421.5,1045.3,3318.6,4486.3,3487.5,4557.8,3112.3,5648.4,2967.0,4984.3,1293.7,1112.2,2632.8,910.9,4283.9,4244.9,2815.2,768.0,2410.7,2398.3,5644.1,4844.5,1748.0
Kiwi Stranda,4100.4,4772.9,5113.8,5132.3,5442.4,4757.9,4784.8,5142.7,4554.5,4592.7,5595.5,4889.7,7540.9,5660.9,6122.3,2160.1,4886.5,4566.1,9042.9,5939.9,4512.8,4761.1,3992.0,10011.8,1645.0,4811.0,4764.6,6844.8,5329.4,3083.0,4794.4,4637.0,5230.4,5949.0,4323.1,3778.9,6112.2,4488.2,3980.4,2168.1,5520.0,5840.0,4751.6,5585.0,5535.2,5690.6,6673.4,3995.7,4488.0,6028.9,8816.4,5580.7,7698.6,1732.4,8033.9,5479.8,3218.3,4484.3,6527.7,7442.5,4985.2,5817.0,8440.8,10305.1,5869.2,5155.7,4666.2,4451.4,5154.6,2178.3,4988.6,4587.4,3969.3,8690.9,4563.8,4520.5,3624.8,4632.2,4646.8,0.0,4809.0,6844.1,5043.0,4751.1,6995.0,4802.5,4807.1,4073.3,5757.0,5610.7,4461.3,3992.2,5826.0,8268.0,4308.1,6866.3,4560.8,3943.6,4753.7,9444.2,4021.9,5268.5,9431.5,8105.8,3482.6,5705.2,4863.7,9325.2,3943.8,6985.6,282.6,5889.0,5776.2,6779.3,3115.2,4999.3,5171.4,4192.2,4010.7,5531.3,3779.7,5769.8,5838.5,5713.7,4175.1,4812.2,5296.8,3110.9,8119.1,4646.5
Kiwi Stryn,7949.9,8852.9,4548.0,4566.5,9869.1,8837.9,8864.8,9222.7,8634.5,8672.7,10022.2,8969.7,4664.1,2784.1,6060.2,6586.8,8469.7,8646.1,6166.1,1190.1,9236.9,8841.1,8072.0,7135.0,6071.7,28.1,8844.6,5455.4,9409.4,7045.9,9221.1,8220.2,3447.1,4165.7,8749.8,7952.6,6057.0,8568.2,8060.4,6594.8,9600.0,4056.7,8831.6,10011.7,9615.2,3907.3,11100.1,8075.7,4169.2,10455.6,5939.6,9660.7,5915.3,3069.5,6250.6,730.0,7960.5,4155.2,11059.1,2692.7,9411.9,9897.0,5564.0,7753.9,4085.9,3372.4,8746.2,8878.1,3371.3,6605.0,9068.6,8667.4,8049.3,5814.1,8643.8,8600.5,8051.5,8712.2,8230.0,4789.2,0.0,5454.7,9123.0,8831.1,5211.7,8385.7,8887.1,8153.3,10499.2,2733.9,8541.3,8072.2,4042.7,6484.7,8388.1,5472.8,8640.8,7909.0,8833.7,6790.1,7612.5,9675.4,6777.4,6322.5,1369.7,3921.9,8446.9,6448.4,8023.8,5322.5,4746.2,10315.7,10518.4,5530.8,7078.1,5291.8,3388.1,8272.2,8090.7,9611.3,7889.4,10512.0,4055.2,9793.7,7585.2,9238.9,9376.8,7073.8,6335.8,8726.5
Kiwi Ulsteinvik,3201.3,4104.3,9876.9,9895.4,5270.8,4089.3,4116.2,4474.1,3885.9,3924.1,5423.9,4221.1,6703.3,5662.4,803.4,4792.3,3460.1,3897.5,8157.9,6590.2,5036.5,4092.5,3323.4,7449.5,5230.4,5461.3,4096.0,10.4,4660.8,7846.1,4622.8,3210.6,2034.6,2154.5,4151.5,3204.0,800.2,3819.6,3311.8,4725.3,4851.4,2067.5,4083.0,5413.4,4866.6,1855.4,6501.8,3327.1,3607.4,5857.3,7931.4,4912.1,1442.7,5516.8,1778.0,6130.1,6277.3,3593.4,6460.8,8092.8,4813.6,5148.4,5825.2,4920.2,2074.7,2168.8,3997.6,4537.3,2194.1,4760.5,4320.0,3918.8,3300.7,7805.9,3895.2,3851.9,3320.5,3963.6,3220.4,6859.8,5459.3,0.0,4374.4,4082.5,739.1,3376.1,4138.5,3404.7,6501.0,5555.5,3792.7,3323.6,2083.1,2012.1,3639.5,83.9,3892.2,3160.4,4085.1,4838.8,2863.9,4926.8,4826.1,1849.9,4132.9,1870.0,3437.3,8440.2,3275.2,337.3,6716.2,5717.4,6787.7,232.4,7878.3,3307.6,2133.4,3523.6,3342.1,4862.7,3140.8,6513.8,2058.2,5045.1,2997.9,4640.6,4628.2,7874.0,1863.2,3977.9
"Valderøy, 6050 Valderøya",1582.1,368.5,7653.9,7672.4,3014.0,291.7,295.7,216.1,729.3,559.9,3167.1,171.2,10833.3,9338.7,3604.0,2963.7,2368.2,533.3,12287.9,10266.5,2813.5,356.7,1228.3,11579.5,3401.8,9137.6,293.4,4326.5,1136.9,5623.1,2366.0,2118.7,5774.3,5163.3,1928.5,1375.4,3593.9,671.8,1141.2,2896.7,1327.5,5116.4,357.5,3156.6,1342.7,5356.2,4245.0,1107.7,6749.9,3600.5,12061.4,1388.2,5572.7,6387.9,5908.0,9806.4,4054.3,6735.9,4204.0,11769.1,2556.8,1624.5,9955.2,9050.2,5084.9,5908.5,389.2,2314.3,5933.8,2931.9,129.2,554.6,1189.6,11935.9,747.4,710.5,1491.9,563.3,2128.5,5031.2,9135.6,4325.8,0.0,307.8,4869.1,2284.2,235.7,1136.2,4278.0,9231.8,881.9,1102.1,5091.8,6142.1,841.1,4348.0,510.8,1425.3,380.7,8968.8,1503.6,1402.9,8956.1,5979.9,7809.2,5370.8,2345.4,12570.2,1181.5,4467.3,4887.6,3460.6,4564.7,4261.0,5655.3,3855.8,5873.1,961.5,1156.1,1338.8,1312.2,4290.8,5133.7,1521.2,1656.8,2383.8,1104.3,5651.0,5993.2,596.5
RASMUS RØNNEBERGS GATE 6,1294.0,60.7,7365.8,7384.3,2725.9,22.3,49.2,407.1,441.2,271.8,2879.0,154.1,10545.2,9050.6,3315.9,2675.6,2080.1,245.2,11999.8,9978.4,2525.4,48.9,940.2,11291.4,3113.7,8849.5,29.0,4038.4,848.8,5335.0,2077.9,1830.6,5486.2,4875.2,1640.4,1087.3,3305.8,383.7,853.1,2608.6,1039.4,4828.3,49.7,2868.5,1054.6,5068.1,3956.9,819.6,6461.8,3312.4,11773.3,1100.1,5284.6,6099.8,5619.9,9518.3,3766.2,6447.8,3915.9,11481.0,2268.7,1336.4,9667.1,8762.1,4796.8,5620.4,96.8,2026.2,5645.7,2643.8,253.0,266.5,901.5,11647.8,459.3,422.4,1203.8,275.2,1840.4,4743.1,8847.5,4037.7,307.4,0.0,4581.0,1996.1,71.5,848.1,3989.9,8943.7,593.8,814.0,4803.7,5854.0,553.0,4059.9,222.7,1137.2,72.9,8680.7,1215.5,1114.8,8668.0,5691.8,7521.1,5082.7,2057.3,12282.1,893.4,4179.2,4599.5,3172.5,4276.6,3972.9,5367.2,3567.7,5585.0,673.4,868.0,1050.7,1024.1,4002.7,4845.6,1233.1,1368.7,2095.7,816.2,5362.9,5705.1,308.4
Kiwi Myrvåg,3735.7,4638.7,9723.4,9741.9,5805.2,4623.7,4650.6,5008.5,4420.3,4458.5,5958.3,4755.5,6061.2,5404.7,1337.8,5326.7,3994.5,4431.9,7515.8,6332.5,5570.9,4626.9,3857.8,6807.4,5764.8,5203.6,4630.4,733.0,5195.2,8380.5,5157.2,3745.0,1776.9,1896.8,4685.9,3738.4,1334.6,4354.0,3846.2,5259.7,5385.8,1809.8,4617.4,5947.8,5401.0,1597.7,7036.2,3861.5,3349.7,6391.7,7289.3,5446.5,800.6,5259.1,1135.9,5872.4,6811.7,3335.7,6995.2,7835.1,5348.0,5682.8,5183.1,4278.1,1817.0,1911.1,4532.0,5071.7,1936.4,5294.9,4854.4,4453.2,3835.1,7163.8,4429.6,4386.3,3854.9,4498.0,3754.8,6978.8,5201.6,732.3,4908.8,4616.9,0.0,3910.5,4672.9,3939.1,7035.4,5297.8,4327.1,3858.0,1825.4,1351.7,4173.9,750.4,4426.6,3694.8,4619.5,4196.7,3398.3,5461.2,4184.0,1189.5,3875.2,1612.3,3971.7,7798.1,3809.6,600.1,6935.8,6251.8,7322.1,808.4,8412.7,3049.9,1875.7,4058.0,3876.5,5397.1,3675.2,7048.2,1800.5,5579.5,3532.3,5175.0,5162.6,8408.4,1202.8,4512.3
